"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Total de clics","Consumo de segmentación del público coincidente (Photo Click)","Clics de otro tipo","Clics en el enlace","Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","Impresiones del anuncio","CPM del anuncio (USD)","Comentarios negativos de los usuarios: Ocultar"
1230266179140712,100064720237286,"Alcaldía de Tuluá","🌳✨ Desliza y descubre cómo avanza la transformación del Parque Las Acacias en el 📍Sajonia.

✅ 35% de ejecución en obras de remodelación
🚶‍♀️ Senderos peatonales incluyentes
💪 Zonas de ejercicio y recreación
👨‍👩‍👧 Espacios para toda la familia
Y muchos más... 

Un parque moderno, accesible y lleno de vida para la comunidad 🌳💙 #ParaSerFelices",,0,"09/05/2025 10:54",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid05V7Qi3s4zEwhGYx2NADGufdjuYcH6yHL7beAwixBzeRzTyQZ5M56BMYaUBko1KQDl,0,0,Fotos,,,,,Total,4781,2501,76,53,6,17,383,277,106,,,,,,,
1229668729200457,100064720237286,"Alcaldía de Tuluá","🌟 La cultura llegó al barrio Siete Canchas para compartir con grandes y chicos momentos inolvidables.✨

Arte 🎨, alegría 😄, danzas 💃, regalos 🎁 y mucho más 🎶💚 Transformamos espacios #ParaSerFelices",,0,"09/04/2025 18:04",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid036y4KULgUbD5ZmpvuSfeX6nB3VG7KFF8WYxz8PuCeGZPmSR9kFhp1vJyMcDCLS1Pdl,0,0,Fotos,,,,,Total,4892,2835,67,51,8,8,263,187,76,,,,,,,
1229599725874024,100064720237286,"Alcaldía de Tuluá","🚦👨‍👩‍👧‍👦 ¡Llevamos educación vial a padres y estudiantes!

En Tuluá construimos cultura ciudadana💪🏼 educando a padres de familia y estudiantes en conciencia vial para enseñar a movilizarnos con responsabilidad, ser ejemplo de respeto en las vías 🛑🚗 y transformar nuestras calles en espacios seguros. ✨ #ParaSerFelices","🚦👨‍👩‍👧‍👦 ¡Llevamos educación vial a padres y estudiantes!

En Tuluá construimos cultura ciudadana💪🏼 educando a padres de familia y estudiantes en conciencia vial para enseñar a movilizarnos con responsabilidad, ser ejemplo de respeto en las vías 🛑🚗 y transformar nuestras calles en espacios seguros. ✨ #ParaSerFelices",50,"09/04/2025 16:10",uploaded,https://www.facebook.com/reel/745123445010277/,1,0,Reels,,,,,Total,6792,5971,166,134,18,14,220,,220,,99437.907,16.192,0,0,,
1229587849208545,100064720237286,"Alcaldía de Tuluá","#Salud | Después de 30 años Hospital Rubén Cruz estrena laboratorio.

Con una inversión de más de 1.000 millones de pesos de recursos propios, la E.S.E. Hospital Rubén Cruz Vélez inauguró su propio laboratorio clínico, marcando un hecho histórico para esta entidad después de 30 años de utilizar servicios de laboratorio médico tercerizado.

Lee la noticia completa:⬇⬇⬇",,0,"09/04/2025 15:44",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02fCWxMbVc1eN4peRNVPp7pegMbivgssuS4YsfkL2mgHaRPqfS9kxwiKuo1G8yrHmKl,0,0,Enlaces,,,,,Total,10419,7082,97,72,9,16,182,,114,68,,,,,,
1229578452542818,100064720237286,"Alcaldía de Tuluá","#Seguridad | Golpe al microtráfico y a la instrumentalización de menores en Tuluá.

Gracias al trabajo articulado con la Policía Nacional, en el marco de la estrategia Seguros, cercanos y presentes,  se logró la captura de cinco personas y la aprehensión de un menor de 17 años en los barrios Entre Ríos y La Cruz, debilitando de manera directa las redes dedicadas al microtráfico en el municipio.

Lee la noticia completa:⬇⬇⬇",,0,"09/04/2025 15:22",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0Ahd75SUnZuwAceE7MvqMYwRHEmZPRKxMqmdtnGAzetEamoqvAt9VFDUBCD1RT2gql,0,0,Enlaces,,,,,Total,1957,1211,21,16,0,5,45,,15,30,,,,,,
1229576782542985,100064720237286,"Alcaldía de Tuluá","#Turismo | Alcaldía capacita a camareros y camareras del sector hotelero.

Con la participación de 39 personas pertenecientes a 17 hoteles de la zona urbana y rural de Tuluá, la Alcaldía Municipal, en convenio con Cotelco Regional Valle y la Cámara de Comercio de Tuluá, dio inicio a la primera capacitación gratuita para camareras y camareros de piso del sector de alojamiento.

Lee la noticia completa: ⬇⬇⬇
",,0,"09/04/2025 15:19",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02iDgzNg677h7oH1gXkP7JUTyatDtqtaepdDKQWCGNL8S9J73Gyck9FZ7F8Tn7TqDQl,0,0,Enlaces,,,,,Total,1118,707,24,19,1,4,10,,6,4,,,,,,
1229408175893179,100064720237286,"Alcaldía de Tuluá","En Tuluá vivimos rodeados de verde 💚🌿 Montañas, humedales, parques y ese airecito fresquito que tanto nos gusta 😌🌬️
¿Y el tuyo? 👀 Cuéntanos tu color favorito en los comentarios 🎨👇 #ParaSerFelices","En Tuluá vivimos rodeados de verde 💚🌿 Montañas, humedales, parques y ese airecito fresquito que tanto nos gusta 😌🌬️
¿Y el tuyo? 👀 Cuéntanos tu color favorito en los comentarios 🎨👇 #ParaSerFelices",66,"09/04/2025 10:01",mixed,https://www.facebook.com/reel/2692742107600774/,1,0,Reels,,,,,Total,992,806,57,43,5,9,9,,9,,5965.968,6.456,0,0,,
1228725909294739,100064720237286,"Alcaldía de Tuluá","🌟 Las oportunidades transforman vidas 🌟

Laura Valentina encontró en la Administración Municipal su primer empleo, y hoy, desde el programa “Vení, hablemos”, abre caminos para que más jóvenes también hagan realidad sus sueños. 💙✨ Conoce aquí su historia. #ParaSerFelices","🌟 Las oportunidades transforman vidas 🌟

Laura Valentina encontró en la Administración Municipal su primer empleo, y hoy, desde el programa “Vení, hablemos”, abre caminos para que más jóvenes también hagan realidad sus sueños. 💙✨ Conoce aquí su historia. #ParaSerFelices",67,"09/03/2025 16:28",uploaded,https://www.facebook.com/reel/758764246933907/,1,0,Reels,,,,,Total,5856,1895,555,377,70,108,185,,185,,66148.24,12.611,0,0,,
1228653852635278,100064720237286,"Alcaldía de Tuluá","🎡✨ ¡Samuel te invita a divertirte en Bicentenario Plaza! ✨🎡👦👉 Nuestro pequeño anfitrión te muestra dónde están los juegos más divertidos y ¡a precios mucho más económicos! 🕹️🎯🚗💨 Además, disfruta de parqueadero gratis y no te pierdas los 🍦 mejores helados del mundo mundial.¿Qué esperas? 😍Ven con tu familia a vivir momentos únicos en Bicentenario Plaza, Tuluá 🏙️💙#BicentenarioPlaza #Tuluá #DiversiónEnFamilia #Helados #juegos","🎡✨ ¡Samuel te invita a divertirte en Bicentenario Plaza! ✨🎡👦👉 Nuestro pequeño anfitrión te muestra dónde están los juegos más divertidos y ¡a precios mucho más económicos! 🕹️🎯🚗💨 Además, disfruta de parqueadero gratis y no te pierdas los 🍦 mejores helados del mundo mundial.¿Qué esperas? 😍Ven con tu familia a vivir momentos únicos en Bicentenario Plaza, Tuluá 🏙️💙#BicentenarioPlaza #Tuluá #DiversiónEnFamilia #Helados #juegos",58,"09/03/2025 14:26",N/A,https://www.facebook.com/reel/4162595484060566/,0,0,Reels,,,,,Total,1826,1782,46,40,1,5,53,,53,,20208.851,11.986,0,0,,
1228648825969114,100064720237286,"Alcaldía de Tuluá","🍃✨ ¡Septiembre llegó con todo! ✨🍃

Arte, música en vivo, deporte, recreación, inclusión y cometas 🪁🎶⚽🎨
Agéndate y desliza 👉 para conocer toda la programación que tenemos para ti y tu familia en este fin de semana. #ParaSerFelices ✨💙💪🏼",,0,"09/03/2025 14:16",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0FQsErWpuMPLfdxMGDUATFHZdU3UMUw5s9sfcnBPdAgzwkcLfTTdd9HHk3giCAanJl,0,0,Fotos,,,,,Total,3255,1803,37,25,1,11,185,154,31,,,,,,,
1228589695975027,100064720237286,"Alcaldía de Tuluá","¡Historias que transforman!🌟Juan Pablo encontró una herramienta en los Puntos Innova que lo llevó a emprender 👨‍💼. Tres semana bastaron para aprender a vectorizar y empezar su nuevo proyecto🚀. Nos contó que ya ha recibido varios pedidos 🧾 y que agradece a la Administración Municipal en cabeza del Alcalde Gustavo Adolfo Vele Román y al Departamento TIC por poner a disposición estas herramientas que benefician a los jóvenes. Espacios que transforman para ser felices 🙌","¡Historias que transforman!🌟Juan Pablo encontró una herramienta en los Puntos Innova que lo llevó a emprender 👨‍💼. Tres semana bastaron para aprender a vectorizar y empezar su nuevo proyecto🚀. Nos contó que ya ha recibido varios pedidos 🧾 y que agradece a la Administración Municipal en cabeza del Alcalde Gustavo Adolfo Vele Román y al Departamento TIC por poner a disposición estas herramientas que benefician a los jóvenes. Espacios que transforman para ser felices 🙌",86,"09/03/2025 12:12",N/A,https://www.facebook.com/reel/782509590932789/,0,0,Reels,,,,,Total,587,543,18,17,0,1,2,,2,,3727.857,6.68,0,0,,
1227816019385728,100064720237286,"Alcaldía de Tuluá","#Movilidad | Cambio vial reduce congestión y facilita movilidad en Tuluá.

Con el fin de mejorar la movilidad y descongestionar los accesos al centro de Tuluá, desde el Departamento Administrativo de Movilidad, se puso en marcha el cambio de sentido vial que beneficiará especialmente a los barrios Progresar y Pueblo Nuevo, al ofrecerles más alternativas seguras de desplazamiento hacia puntos estratégicos como el estadio, el centro y otros sectores de la ciudad.

Lee la noticia completa:⬇⬇⬇
",,0,"09/02/2025 16:33",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02V7UifuNvjedTXSPReqqiB84sWgZkBisEWUkQsgMfrYDzzFE56d88SWkSv8jwkWMWl,0,0,Enlaces,,,,,Total,8664,4775,174,108,62,4,750,,552,198,,,,,,
1227798116054185,100064720237286,"Alcaldía de Tuluá","¡Así quedó el cambio de sentido vial en La Herradura!✅💪🏼📢  Hemos leído sus comentarios y venimos a aclararles todo. 😉🚦 Nuestro agente de tránsito les explica cómo será el cambio de sentido vial y de qué manera podrán movilizarse por este sector. 🚗➡️¿Lo entendiste? 👀 Cuéntanos en los comentarios. 📝👇 #ParaSerFelices","¡Así quedó el cambio de sentido vial en La Herradura!✅💪🏼📢  Hemos leído sus comentarios y venimos a aclararles todo. 😉🚦 Nuestro agente de tránsito les explica cómo será el cambio de sentido vial y de qué manera podrán movilizarse por este sector. 🚗➡️¿Lo entendiste? 👀 Cuéntanos en los comentarios. 📝👇 #ParaSerFelices",51,"09/02/2025 15:54",N/A,https://www.facebook.com/reel/1130829152263861/,0,0,Reels,,,,,Total,13371,11958,287,135,131,21,1369,,1369,,184168.376,16.465,0,0,,
1227526329414697,100064720237286,"Alcaldía de Tuluá","🚧 Cada vez más cerca de conectar el barrio Rojas con Escobar y Palobonito. ✅

Una obra de movilidad que cumple lo prometido y transforma la vida de la comunidad. 💪🏼✨
Los habitantes lo dicen con gratitud: estas son obras que generan confianza, unen barrios y construyen la Tuluá #ParaSerFelices 💙","🚧 Cada vez más cerca de conectar el barrio Rojas con Escobar y Palobonito. ✅

Una obra de movilidad que cumple lo prometido y transforma la vida de la comunidad. 💪🏼✨
Los habitantes lo dicen con gratitud: estas son obras que generan confianza, unen barrios y construyen la Tuluá #ParaSerFelices 💙",55,"09/02/2025 07:44",N/A,https://www.facebook.com/reel/1691018744945688/,1,0,Reels,,,,,Total,3058,1718,165,133,4,28,107,,107,,37647.098,13.845,0,0,,
1227007269466603,100064720237286,"Alcaldía de Tuluá","🚧✨ ¡Arrancó la pavimentación del Intercambiador de la 40!

Con 100 metros listos para ingresar al barrio Fátima, comienza la transformación de uno de los corredores más importantes de Tuluá. 💙 Seguimos avanzando #ParaSerFelices","🚧✨ ¡Arrancó la pavimentación del Intercambiador de la 40!

Con 100 metros listos para ingresar al barrio Fátima, comienza la transformación de uno de los corredores más importantes de Tuluá. 💙 Seguimos avanzando #ParaSerFelices",51,"09/01/2025 15:34",uploaded,https://www.facebook.com/reel/1132230012187460/,1,0,Reels,,,,,Total,2662,2231,80,68,0,12,77,,77,,29986.597,12.421,0,0,,
1226950629472267,100064720237286,"Alcaldía de Tuluá","#Educación | Tuluá asegura más de 13 mil millones para el PAE en 2026.

La Alcaldía de Tuluá ha logrado un importante avance en la educación municipal al asegurar más de 13 mil millones de pesos para el Programa de Alimentación Escolar (PAE) en 2026. Este logro es fundamental para garantizar la alimentación de los estudiantes en el municipio y refleja el compromiso de la secretaría de Educación con los estudiantes.

Lee la noticia completa:⬇⬇⬇
",,0,"09/01/2025 13:21",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02zez5SXXj1mSnPUY1EhhDw5f9pfEKEkUL9fepPPFrkfeLZYNBaPeAt5YsK7WgXaQBl,0,0,Enlaces,,,,,Total,2942,1668,101,72,9,20,46,,28,18,,,,,,
1226946666139330,100064720237286,"Alcaldía de Tuluá","#ParaSerFelices | Ruta de la Felicidad impulsó ventas al 100% en Mercado Campesino.

El corregimiento de La Marina fue escenario del Mercado Campesino, donde participaron más de 20 asociaciones rurales con una variada muestra de más de 60 productos agrícolas como verduras, frutas, lácteos y demás productos de la canasta familiar provenientes de sectores como Balsamar, La Iberia, La Moralia, Barragán, Tochecito y Piedritas. 

Lee la noticia completa:⬇⬇⬇
",,0,"09/01/2025 13:13",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid078ZVHBW6PB5cwKKyJ2KPMf8A7z8eCR4gaNd4jSHziKuaQswMAaE6xgC2QZnaaeLNl,0,0,Enlaces,,,,,Total,1264,843,24,20,0,4,13,,2,11,,,,,,
1226932319474098,100064720237286,"Alcaldía de Tuluá",,,0,"09/01/2025 12:42",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02RxmdEqhyaEM9UJ2cqJ7JurgTeHZ7yNMjKoXqzNVJYz6p2k3ENYrmxo1hyK7BDT1Jl,0,1,Texto,,,,,Total,,,,,,,8,,8,,,,,,,
1226864362814227,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | 1500 abuelitos celebraron su semana con alegría

Con juegos, actividades recreativas y deportivas más de 1.500 adultos mayores disfrutaron de la Semana del Adulto Mayor en escenarios como el Estadio Doce de Octubre, el Parque Infantil Julia Escarpeta y el Centro del Adulto Mayor en Nariño.

Lee la noticia completa:⬇⬇⬇
https://tulua.gov.co/publicaciones/6408/1500-abuelitos-celebraron-su-semana-con-alegria/",,0,"09/01/2025 10:36",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02zCmsZtPpD1o6FtqYs3cQD586Huyo44d8WDtcYsy5Cyup9CGscite7Lqw9KhFVxwTl,0,0,Fotos,,,,,Total,1372,893,29,17,0,12,13,6,5,2,,,,,,
1226708982829765,100064720237286,"Alcaldía de Tuluá","✨ Así vivimos la Ruta de la Felicidad en 📍La Marina ✨

Más de 20 asociaciones campesinas trajeron lo mejor del campo, 80 personas recibieron Atención Primaria en salud y 60 actualizaron su Sisbén.
Además, 32 familias accedieron a programas nacionales como Colombia Mayor y Renta Ciudadana, en medio de cultura, deporte y recreación para todos.

💫 Una jornada descentralizada que fue todo un éxito.
#ParaSerFelices ✌🏽","✨ Así vivimos la Ruta de la Felicidad en 📍La Marina ✨

Más de 20 asociaciones campesinas trajeron lo mejor del campo, 80 personas recibieron Atención Primaria en salud y 60 actualizaron su Sisbén.
Además, 32 familias accedieron a programas nacionales como Colombia Mayor y Renta Ciudadana, en medio de cultura, deporte y recreación para todos.

💫 Una jornada descentralizada que fue todo un éxito.
#ParaSerFelices ✌🏽",69,"09/01/2025 06:37",N/A,https://www.facebook.com/reel/1443246096898671/,1,0,Reels,,,,,Total,1280,963,64,49,1,14,21,,21,,9073.357,7.708,0,0,,
1226218602878803,100064720237286,"Alcaldía de Tuluá","La cultura en cada barrio 🎭💃🏼🎨","La cultura en cada barrio 🎭💃🏼🎨 Desde el corazón de Tuluá, cada barrio tiene su latido, su voz, su historia… y un espacio vivo para conectarte con ella. Te invitamos a descubrir los centros culturales de la Casa de la Cultura, cerca de ti:Ramiro Arana – barrio San Pedro ClaverCasa Popular Anual Cabrera – barrio Rubén CruzJulia Scarpeta – Parque InfantilFerdán Muñoz – Corregimiento AguaclaraLa Marina – zona ruralGustavo Adolfo Jaramillo – barrio La Santa CruzNelson Llanos – barrio MunicipalLino Mora – barrio Diablos RojosEdmundo Dante Arias – Corregimiento de NariñoRodrigo Díaz – barrio La TrinidadEnrique Uribe White – Casa de la Cultura (centro)✨ Porque cada barrio lleva en su esencia la fuerza de la cultura, camina, descubre el centro cultural más cercano, y…¡Inscríbete en todos nuestros talleres GRATIS!",103,"08/31/2025 16:29",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/1329759235382428/,0,0,Videos,,,,,Total,1717,1556,73,57,1,15,31,,31,,19471.875,12.603,0,0,0,
1226044549562875,100064720237286,"Alcaldía de Tuluá","🌟🌻 Un domingo muy feliz en La Marina 🥳🤝

Nuestra jornada descentralizada fue todo un éxito con más de 100 tulueños que accedieron a los servicios de la Administración Municipal en el Polideportivo Central de la Consentida del Valle:
✅ Mercado campesino
✅ Atención en salud y Sisbén
✅ Programas nacionales
✅ Cultura, deporte y recreación para toda la familia
¡Y mucho más!

Seguimos llevando la Ruta de la Felicidad a cada rincón de Tuluá.💙✌🏽#ParaSerFelices",,0,"08/31/2025 10:47",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0ELQ5tb7pKeWZQKQVCnTZxeuVJnQVCY6G5Xm8Gr5SPaZVP6ML1zH2yvLAVPKMWNZhl,0,0,Fotos,,,,,Total,8376,4704,146,117,4,25,567,428,139,,,,,,,
1225354429631887,100064720237286,"Alcaldía de Tuluá","#Noticias | Conoce las noticias más importantes de la semana en el nuevo episodio de 45 Segundos #ParaSerFelices 🤩✌🏽","#Noticias | Conoce las noticias más importantes de la semana en el nuevo episodio de 45 Segundos #ParaSerFelices 🤩✌🏽",68,"08/30/2025 16:00",uploaded,https://www.facebook.com/reel/1966261647521488/,1,0,Reels,,,,,Total,2149,1428,100,81,2,17,38,,38,,26202.631,13.513,0,0,,
1225319116302085,100064720237286,"Alcaldía de Tuluá","🪁✨ ¡Ya estamos listos para volar!

Más de 60 niños y jóvenes con sus familias están hoy creando su cometa en nuestro primer taller, calentando motores para el Gran Festival de Cometas este sábado 6 de septiembre 🎉😎✌🏽

👉 Aún puedes venir para inscribirte y participar en las categorías: la más grande, la más pequeña y la más creativa.🪁✨

Un evento que realizamos en colaboración la @central_de_transportes_tulua_ y @labakana103.1 #ParaSerFelices 💙✨",,0,"08/30/2025 14:36",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02HHy2okubMskgVWueRVUC5sygvPBYLBADxTyv3FpwxXrG8TWpHDZtmujnsLcxcnZRl,0,0,Fotos,,,,,Total,3775,2164,36,28,0,8,164,119,45,,,,,,,
1225186062982057,100064720237286,"Alcaldía de Tuluá","✨Entre sonrisas, cultura y mucha pasión, celebramos en el Centro del Adulto Mayor de Nariño el Reinado del Adulto Mayor 👑. 

Una fiesta de vida donde nuestros abuelos nos enseñaron que el amor y la alegría no tienen edad ✨🎶
👴🏼👵🏿🧓🏽👵🏽🧓🏻👴🏾👴🏻 #ParaSerFelices 💙✌🏽",,0,"08/30/2025 10:31",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0RdzEJSS1AdEtG9nsBkixtj3sBpjPuVESFKx39MqYH2zguZH7kox54LVh79qGcbsJl,0,0,Fotos,,,,,Total,36275,19627,338,281,17,40,3711,2606,1105,,,,,,,
