"Identificador de la publicación","Identificador de la cuenta","Nombre de usuario de la cuenta","Nombre de la cuenta",Descripción,"Duración (segundos)","Hora de publicación","Enlace permanente","Tipo de publicación","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Me gusta","Veces que se compartió",Seguimientos,Comentarios,"Veces que se guardó"
17844321045579934,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📚💙 ¡Nuestros docentes son inspiración!

Más de 1.000 maestros del Corazón del Valle se reunieron en el Coliseo de Ferias Manuel Victoria Rojas, para un exaltar su labor y recordar que su trabajo transforma vidas. 🌱✨ Con la participación del speaker @aristizabal.jeison sobre empoderamiento y superación personal, reconocimos el compromiso y entrega para la formación de niños y niñas de nuestro municipio.

Gracias maestros por ser la fuerza que transforma el futuro de Tuluá. #ParaSerFelices 🙌👩‍🏫👨‍🏫",0,"09/26/2025 15:07",https://www.instagram.com/p/DPFObogj6Un/,"Secuencia de Instagram",,Total,8082,2880,85,1,1,2,1
18019929155762124,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Visitamos las obras que Transforman a Tuluá!🤩💪🏼

👷‍♂️🚧 El alcalde Gustavo Vélez, junto a varios honorables concejales, recorrió las obras que avanzan en nuestro municipio 🏗️✨.
Verificamos el estado de cada proyecto, mostrando cómo se transforman los espacios de Tuluá con el apoyo del Concejo Municipal 💙.

🤝 Trabajando en equipo y con el apoyo del Concejo Municipal, hacemos realidad las obras que modernizan a Tuluá y nos acercan al futuro… #ParaSerFelices 🌟",45,"09/26/2025 08:01",https://www.instagram.com/reel/DPEdmVkAGdB/,"Reel de Instagram",,Total,6682,3720,123,9,0,3,2
17954672574006914,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🚧 Tumbamos “La Casona” 🚨

Un espacio que por años fue foco de microtráfico, inseguridad y violencia en Tuluá empieza a ser historia.
Con el apoyo de la Policía Nacional, iniciamos la demolición de esta infraestructura antigua y en riesgo de colapso, arrancando de raíz un problema que afectaba la tranquilidad ciudadana. ✅✌🏽#ParaSerFelices",47,"09/25/2025 16:21",https://www.instagram.com/reel/DPCyCxkjxsh/,"Reel de Instagram",,Total,4254,2663,113,21,5,3,1
17967289862797902,17841440597983973,sincomidanohayalegria,"Encuentro de Cocinas Tradicionales","Cápsulas de tradición 🌽

Historias con sabor contadas por quienes llevan el legado gastronómico a la mesa de los vallecaucanos.

Un proyecto de @artejoven_corporacion.

Con el apoyo de @mincultura a través de la Lista Bienal de proyectos de interés nacional 2024-2025.

#comidatradicional #valle",93,"09/25/2025 16:08",https://www.instagram.com/reel/DPCwVKlDVq6/,"Reel de Instagram",,Total,3718,,120,21,,6,0
18341919808164271,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🚨 ¡Adiós a “La Casona”: un sector de microtráfico e inseguridad!

Hoy iniciamos la demolición del segundo tramo de este lugar que por años fue foco de violencia y expendio de drogas en Tuluá.
Con esta acción arrancamos de raíz un problema que tanto daño le hizo a nuestros jóvenes y protegemos la vida de quienes habitaban en una estructura con alto riesgo de colapso.

Seguimos recuperando espacios para la comunidad, devolviendo la tranquilidad y resignificando sectores que merecen un mejor futuro. #ParaSerFelices 💪✨",0,"09/25/2025 09:46",https://www.instagram.com/p/DPCE2VnAAFW/,"Secuencia de Instagram",,Total,11887,3678,191,15,0,5,1
17948757942044605,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Escribiendo los sueños de Gabriela✍️✨ 

Esta joven tulueña, amante de la escritura, fue la ganadora del concurso Tejiendo Letras, organizado por la @ucevacol y apoyado por la Alcaldía de Tuluá.

Con el respaldo de la Administración Municipal, hoy su obra será publicada 📖💫 y su historia comenzará a inspirar a muchas personas. 🌟 #ParaSerFelices",56,"09/24/2025 18:48",https://www.instagram.com/reel/DPAd8Y0DTJB/,"Reel de Instagram",,Total,6838,4283,220,24,3,5,3
17949268653039341,17841440597983973,sincomidanohayalegria,"Encuentro de Cocinas Tradicionales","Tradición con sabor a champús y marranitas de doña Amanda Tascón.

Un proyecto de @artejoven_corporacion.

Con el apoyo de @mincultura a través de la Lista Bienal de proyectos de interés nacional 2024-2025.

#comidatradicional #valle",0,"09/24/2025 17:25",https://www.instagram.com/p/DPAUjExCK9N/,"Imagen de Instagram",,Total,3919,,45,4,,3,0
18139609999428819,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🚧 Recorriendo las obras que transforman a Tuluá

El alcalde @gustavovelezr, junto a honorables concejales visitaron los avances del intercambiador de la carrera 40 y otras obras estratégicas que modernizan la ciudad con:

✅ Recursos 100% municipales
✅ Mano de obra tulueña
✅ Proyectos que generan desarrollo y competitividad

💪 Porque juntos construimos la Tuluá del futuro. #ParaSerFelices 🌟",0,"09/24/2025 16:05",https://www.instagram.com/p/DPALcJbj_Ax/,"Secuencia de Instagram",,Total,12976,4391,215,8,0,9,6
17959879394841955,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🎒✨ ¡Pusimos a estrenar a nuestros estudiantes de zona rural!

Más de 700 mesas y sillas y 22 tableros llegaron a las instituciones educativas Aguaclara, Julio César Zuluaga de Tres Esquinas y Jovita Santacoloma de Nariño. 🙌Gracias al compromiso del alcalde @gustavovelezr y la Secretaría de Educación, hoy nuestros niños y jóvenes cuentan con aulas más dignas y con mejores herramientas para recibir una educación de calidad. 📚💙

Con esta entrega ya son 4 instituciones educativas rurales beneficiadas… ¡y vamos por más! 🚀
Porque invertir en la educación rural es invertir en el futuro de Tuluá. 🌱
#ParaSerFelices",53,"09/24/2025 10:21",https://www.instagram.com/reel/DO_j3k8j8XV/,"Reel de Instagram",,Total,3038,2190,34,5,0,0,0
17907409005234471,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🚔💪 Alcalde Gustavo Vélez entrega 4 vehículos a la Fuerza Pública para fortalecer la seguridad en Tuluá

Hoy se realizó la primera entrega de este parque automotriz, combustible y dotación a la Fiscalía ⚖️, Ejército 🇨🇴 y Policía Nacional 👮, con el propósito de garantizar la tranquilidad y el bienestar de todos los tulueños. 👉 Todo esto, en pro de entregar herramientas e implementos que garanticen la seguridad de nuestro municipio. #ParaSerFelices 🌟",0,"09/23/2025 10:38",https://www.instagram.com/p/DO9BLl_j7_v/,"Secuencia de Instagram",,Total,12607,4061,241,6,0,0,4
18091831756774415,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🌿✨ ¡La Décima Semana Ambiental ya comenzó!

Iniciamos con una gran sembratón en el 📍Parque de la Familia, donde plantamos 30 especies ornamentales que embellecerán este espacio emblemático de Tuluá. 🌳💚 Este es solo el comienzo de una semana llena de actividades para cuidar nuestro planeta: conversatorios, jornadas de recolección de residuos, encuentros culturales y mucho más. 🌎♻️

👉 Súmate y vive con nosotros la Semana Ambiental 2025.  #ParaSerFelices 🌱🌍",47,"09/22/2025 10:23",https://www.instagram.com/reel/DO6atkDD4Yu/,"Reel de Instagram",,Total,1941,1245,43,6,1,1,2
18040725662438479,17841465213107155,tuluaculturacol_,"DEPARTAMENTO DE ARTE Y CULTURA","✨ Entre hilos y colores, Doña Gladis nos comparte cómo el bordado la llena de alegría, la mantiene activa y la conecta con sus recuerdos más valiosos 💕.
En la Casa de la Cultura aprendemos, creamos y compartimos 24/7 🧵🌸.",65,"09/22/2025 08:08",https://www.instagram.com/reel/DO6K4vtEZ-X/,"Reel de Instagram",,Total,2416,,76,2,,5,0
17851188291552757,17841440597983973,sincomidanohayalegria,"Encuentro de Cocinas Tradicionales","¿En qué momento se disfruta de estas tradiciones gastronómicas de nuestra región? 🫣

Un proyecto de @artejoven_corporacion.

Con el apoyo de @mincultura a través de la Lista Bienal de proyectos de interés nacional 2024-2025.

#comidatradicional #valle",0,"09/21/2025 16:09",https://www.instagram.com/p/DO4djzblEJO/,"Secuencia de Instagram",,Total,5273,,43,2,,0,0
18029221025709551,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","#Noticias | Desde el @labssummit 2025 con la magia 🪄 de @frank.ilusionista te traemos las noticias más importantes de la semana en el nuevo episodio de 45 Segundos #ParaSerFelices 🤩✌🏽",98,"09/20/2025 16:18",https://www.instagram.com/reel/DO15mdbD0G6/,"Reel de Instagram",,Total,2827,1865,52,0,1,1,1
18374197156194558,17841440597983973,sincomidanohayalegria,"Encuentro de Cocinas Tradicionales","En el 6to Encuentro de cocinas tradicionales ¡Sin comida no hay alegria!, abrimos el concurso a la mejor empanada vallecaucana.

📲 Para concursar, escríbenos por nuestras redes sociales o comenta “participante” en esta publicación y recibe toda la información de la dinámica.

Un proyecto de @artejoven_corporacion.

Con el apoyo de @mincultura a través de la Lista Bienal de proyectos de interés nacional 2024-2025.

#comidatradicional #valle",0,"09/19/2025 15:59",https://www.instagram.com/p/DOzSvGVlM5O/,"Imagen de Instagram",,Total,6331,,49,5,,4,0
18044333066373795,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","+300 niños estrenarán mesas, sillas y tableros en 📍La Marina 🎒✨

Hoy entregamos nuevo mobiliario en la I.E. La Marina para 9 aulas de secundaria, renovando espacios y mejorando las condiciones de aprendizaje de nuestros estudiantes. 📚🙌
🚀 Transformamos la educación #ParaSerFelices",58,"09/19/2025 15:56",https://www.instagram.com/reel/DOzSW-vj_MF/,"Reel de Instagram",,Total,4880,3197,86,0,4,6,0
18022605329743139,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🚛💙 ¡Buenas noticias para Tuluá!

En un trabajo articulado entre la Administración Municipal, EMTULUÁ y Veolia, entregamos 2 nuevos vehículos recolectores al municipio para servicio de la comunidad. Con ellos ya son 5 en total los puestos en marcha durante la Administración del alcalde Gustavo Vélez.

👨‍👩‍👧‍👦 Así demostramos que cuando se administra con eficiencia, transparencia y en equipo, ¡las obras se ven! ✨
#ParaSerFelices 💙💪🏼",0,"09/19/2025 10:08",https://www.instagram.com/p/DOyqodZAGY_/,"Secuencia de Instagram",,Total,8012,2158,94,0,0,2,0
17979181898777518,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","✨🌎 ¡Tuluá se viste de cultura y tradición! 🎶💃

Llega el I Encuentro Internacional de Bailes Tradicionales con la magia de grupos invitados directamente de Perú, Argentina y México, y el talento de agrupaciones colombianas desde Nariño, Risaralda y Casanare. 🇵🇪🇦🇷🇲🇽🇨🇴

📍 Plaza Cívica Boyacá
📅 27 de septiembre | 🕕 6:00 p.m.

¡Un espectáculo lleno de color, música y tradición que no te puedes perder! 💥✨
👉 ¡Te esperamos! #ParaSerFelices",0,"09/18/2025 07:43",https://www.instagram.com/p/DOv1PhLgCjg/,"Imagen de Instagram",,Total,7153,2366,54,11,1,0,4
18135344350453805,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Viviana hornea sueños junto a su hijo✨✌🏼

🍞✨ Gracias a los talleres de panadería y manipulación de alimentos, Viviana hoy transforma su talento en una oportunidad de vida. 

Con el apoyo de la Secretaría de Bienestar Social, no solo aprendió a elaborar y vender sus productos, sino que también gana más tiempo de calidad con su hijo Santiago 💙

Un ejemplo de que, con esfuerzo y acompañamiento, las familias tulueñas siguen saliendo adelante, venciendo barreras y construyendo sueños. #ParaSerFelices🌟",64,"09/17/2025 16:59",https://www.instagram.com/reel/DOuP_q0D9SK/,"Reel de Instagram",,Total,2672,1852,40,5,0,0,0
18064572422047970,17841440597983973,sincomidanohayalegria,"Encuentro de Cocinas Tradicionales","Cápsulas de tradición 🫔

Historias con sabor contadas por quienes llevan el legado gastronómico a la mesa de los vallecaucanos.

Un proyecto de @artejoven_corporacion.

Con el apoyo de @mincultura a través de la Lista Bienal de proyectos de interés nacional 2024-2025.

#comidatradicional #valle",58,"09/17/2025 16:09",https://www.instagram.com/reel/DOuKOA0jTTb/,"Reel de Instagram",,Total,2920,,82,6,,16,0
17851188801551231,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🏙️🤝 Actualizamos su POT con la voz de la comunidad

Hoy lanzamos la revisión del Plan de Ordenamiento Territorial, el instrumento que define el futuro urbano y rural de nuestro municipio. 🌿🚊🏡 Con líderes comunales, gremios, universidades, comerciantes, sector inmobiliario y centros educativos, socializamos la metodología de trabajo y las etapas de participación ciudadana que se vivirán en mesas organizadas durante octubre. 

📅 Próximamente iniciaremos las mesas de participación ciudadana, un espacio clave para que tus ideas hagan parte del futuro de Tuluá. ¡Tu voz cuenta! 🙌 #ParaSerFelices",0,"09/17/2025 13:55",https://www.instagram.com/p/DOt7B35D7P1/,"Secuencia de Instagram",,Total,4888,1450,76,3,1,2,3
18055616843190878,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🔥🏃‍♀️ ¡Tuluá se prepara nuevamente para correr! 🏃‍♂️🔥

Vivimos el Lanzamiento Oficial de la Media Maratón Tuluá 2025, que llega por segunda ocasión para recibir a más de 4.000 corredores 🚀. Nuestras calles se llenarán de atletas y sueños que nos ponen a vibrar y nos unen como ciudad.

Gracias al trabajo en equipo, seguimos demostrando que Tuluá es escenario deportivo donde pasan cosas buenas. 🌟

💙🫶🏼 Aquí corremos, soñamos y transformamos a Tuluá.
#ParaSerFelices",46,"09/17/2025 10:19",https://www.instagram.com/reel/DOtiPIDjwl7/,"Reel de Instagram",,Total,6994,4196,182,25,5,3,1
18063913847346085,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Llegó la Semana Ambiental 2025!🌱💚

🌿💚 Esta semana nos unimos por la vida y por cada rincón verde de nuestra Tuluá. 
Del 22 al 27 de septiembre viviremos la 10ª Semana Ambiental 🍃✨. Habrá siembra, recolección, cultura, jornadas en el campo y mucho más.

🙌 Vení, participá y pongamos juntos nuestro granito de arena para que Tuluá siga siendo tierra de vida y esperanza. #ParaSerFelices",0,"09/17/2025 06:59",https://www.instagram.com/p/DOtLazugF-V/,"Secuencia de Instagram",,Total,3540,1069,45,3,0,0,1
18321706342215810,17841407739133684,emtulua,"Emtulua Esp","15% de avance en la construcción de la PTAR de Nariño 👷🏻🚧 Excavación al 50% y aceros en marcha para hacer realidad un proyecto que transformará la calidad de vida de toda la comunidad. 💧 

#emtulua #tuluá #paraserfelices #tuluasetransforma ansforma#ConstruyendoFuturo #obrasqueavanzan",32,"09/17/2025 05:51",https://www.instagram.com/reel/DOtCls8kVUI/,"Reel de Instagram",,Total,3355,,50,7,,1,0
17871864861427679,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Prepárate para el evento cultural más grande de nuestra historia: Festival María Antonia Ruiz 🎉 y Encuentro de Cocinas.

Música del Pacífico, gastronomía, talleres, cocina en vivo, museo, emprendimientos, artistas en vivo y toda la alegría de nuestras raíces.

📍 Coliseo de Ferias Manuel Victoria Rojas
📅 11 al 13 de octubre

🔥 ¡Tres días para celebrar quiénes somos! #ParaSerFelices",0,"09/16/2025 17:06",https://www.instagram.com/p/DOrsGCSD1Xc/,"Imagen de Instagram",,Total,7774,2925,78,32,0,0,3
18051710513260189,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🎉👵👴 ¡15 abuelitos tendrán un nuevo lugar para vivir!

Hoy Miller nos comparte cómo disfruta su vida en la Casa de los Abuelos, un lugar donde no le falta nada y que muy pronto recibirá a 15 adultos mayores más, gracias a la construcción de un nuevo bloque para una vivienda digna y confortable. 🏡✨

Cada rincón está diseñado con accesibilidad, seguridad y confort, para asegurar bienestar y calidad de vida a quienes tanto nos han dado. 💙

🌟 ¡Porque nuestros abuelitos merecen lo mejor! #ParaSerFelices",51,"09/16/2025 07:29",https://www.instagram.com/reel/DOqp81YDQ4c/,"Reel de Instagram",,Total,5502,3423,163,12,0,9,3
18091181122815470,17841440597983973,sincomidanohayalegria,"Encuentro de Cocinas Tradicionales","De la cocina tradicional directo al plato que estaremos disfrutando en familia el próximo 11, 12 y 13 de octubre en el Coliseo de ferias de Tuluá.

Un proyecto de @artejoven_corporacion.

Con el apoyo de @mincultura a través de la Lista Bienal de proyectos de interés nacional 2024-2025.

#comidatradicional #valle",0,"09/15/2025 16:39",https://www.instagram.com/p/DOpEOCslIuF/,"Imagen de Instagram",,Total,3266,,41,0,,1,0
17941955208060637,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","✨¡Fin de semana familiar con La Ruta de la Felicidad! 🎶🌳🐾

Nos descentralizamos una vez más para llevar toda la oferta institucional y regalar una tarde llena de diversión, cultura y alegría. Con música en vivo, emprendimientos locales, danzas, deporte y hasta los peluditos fueron protagonistas 🐶🐱 con vacunación, desparasitación y atención profesional.

Un espacio muy familiar donde reinó el arte, la recreación y la unión familiar. Porque en Tuluá, la felicidad se vive #ParaSerFelices 🙌💙✌🏼",57,"09/15/2025 15:59",https://www.instagram.com/reel/DOo_hokj2wx/,"Reel de Instagram",,Total,3249,1969,65,2,1,0,1
18339605257207195,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","⛰️💪 Alta Montaña recibe implementación y monitores deportivos 💪⛰️

El deporte sigue creciendo y fortaleciéndose, llegando con más oportunidades y espacios de formación a cada rincón de nuestro municipio. 🏀⚽🤸‍♂️

👉 ¡El deporte en Tuluá es vida, unión y transformación!  #ParaSerFelices",78,"09/15/2025 09:15",https://www.instagram.com/reel/DOoRKR0AM2o/,"Reel de Instagram",,Total,2620,1782,44,3,0,0,0
17924315964135155,17841440597983973,sincomidanohayalegria,"Encuentro de Cocinas Tradicionales","Cápsulas de tradición 🍧

Historias con sabor contadas por quienes llevan el legado gastronómico a la mesa de los vallecaucanos.

Un proyecto de @artejoven_corporacion.

Con el apoyo de @mincultura a través de la Lista Bienal de proyectos de interés nacional 2024-2025.

#comidatradicional #valle",41,"09/14/2025 17:00",https://www.instagram.com/reel/DOmhlJdjaGq/,"Reel de Instagram",,Total,3493,,72,2,,2,0
18055405664449087,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🎉 ¡La Ruta de la Felicidad se vive en el Parque de la Familia! 🌳💙

Las familias tulueñas disfrutan de un domingo lleno de música, cultura, emprendimientos y alegría para todos. 🙌✨

👉 Vacunación y jornada de adopción 🐾
👉 Presentaciones artísticas y música en vivo 🎶
👉 Emprendimientos locales y espacios de bienestar 💫

💙 #LaRutaDeLaFelicidad está hecha #ParaSerFelices, y vos no te la podés perder. ¡Te esperamos!",0,"09/14/2025 14:50",https://www.instagram.com/p/DOmS807j6jT/,"Secuencia de Instagram",,Total,9365,2480,107,9,1,0,6
18043916675663239,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","#Noticias | Conoce las noticias más importantes de la semana en el nuevo episodio de 45 Segundos #ParaSerFelices 🤩✌🏽",61,"09/13/2025 16:00",https://www.instagram.com/reel/DOj2ITQj9Is/,"Reel de Instagram",,Total,3494,2467,65,2,2,1,0
17979645017911595,17841400066779739,gustavovelezr,"Gustavo Adolfo Vélez Román","Hoy en mi cumpleaños el mejor regalo es servirle a los tulueños.🎉👷‍♂️

Desde temprano estuve en el corregimiento de Nariño verificando la obra de la Planta de Tratamiento de Aguas Residuales (PTAR) 🚰, que beneficiará a más de 7.000 habitantes, generando empleo y garantizando agua más limpia y un futuro más sostenible 🌱.

Seguir entregando obras que hagan felices a los tulueños es mi mayor celebración 🙌. #ParaSerFelices",0,"09/13/2025 09:51",https://www.instagram.com/p/DOjL6AukVqL/,"Secuencia de Instagram",,Total,23263,,275,2,,7,0
18085784452891198,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🌳Recuerdos que vuelven al parque✌🏽💙

El alcalde @gustavovelezr creció en el barrio Sajonia y hoy revive sus memorias de infancia en el parque “Las Acacias”, un lugar que ahora está transformando para las familias tulueñas ✨👦.

Y tú, ¿qué recuerdos de tu niñez guardas en tu barrio? 🏃‍♀️⚽🎶
👉 Cuéntanos en los comentarios 💭",30,"09/12/2025 12:41",https://www.instagram.com/reel/DOg6g0wD3SZ/,"Reel de Instagram",,Total,26218,12431,472,29,9,42,14
18305110516219226,17841411919702656,hospitalrubencruzvelez,"Hospital Rubén Cruz Vélez E.S.E","🎉🏥 Hoy vivimos un día histórico en el Hospital Rubén Cruz Vélez.
Después de 30 años de espera, inauguramos nuestro propio laboratorio, un logro posible gracias a la gestión del alcalde Gustavo Vélez Román y al liderazgo del gerente Julián Alberto Valdés.

Ahora contamos con instalaciones modernas que marcarán un antes y un después en la atención en salud para toda la comunidad. 💙

#HospitalRubénCruzVélez #SaludConCalidad #30AñosDeEspera #GestiónQueTransforma",0,"09/11/2025 17:19",https://www.instagram.com/p/DOe1hg7De1V/,"Secuencia de Instagram",,Total,25561,7765,406,24,12,9,7
18286380028284630,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","💉👵👴 80 adultos mayores del Centro Día recibieron la vacuna contra el neumococo 🛡️

Un espacio donde, además de cuidado, disfrutaron de más recreación, atención y alegría. Porque ellos merecen estar bien y #ParaSerFelices 💙✨",56,"09/11/2025 08:29",https://www.instagram.com/reel/DOd42xWAAUu/,"Reel de Instagram",,Total,1644,1245,38,1,0,1,0
18070789112274693,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🍯🌱 En el campo también transformamos vidas 🌱🍯

Don José, apicultor de 📍Maravelez, recibió de la Administración Municipal insumos, implementos y capacitaciones que fortalecen su trabajo en el campo 🐝🍊🥦. Hoy, gracias a este apoyo, produce con más fuerza frutas, verduras y miel de abeja que llegan a la mesa de los tulueños 💙✨

Conoce aquí su historia 👇
#ParaSerFelices",82,"09/10/2025 18:16",https://www.instagram.com/reel/DOcXL5-gPoU/,"Reel de Instagram",,Total,1924,1432,48,2,0,0,0
18060017648103681,17841440597983973,sincomidanohayalegria,"Encuentro de Cocinas Tradicionales","¿A quién llevas este 11, 12 y 13 de octubre para compartir de estas delicias refrescantes de nuestra región? 🤤

Un proyecto de @artejoven_corporacion.

Con el apoyo de @mincultura a través de la Lista Bienal de proyectos de interés nacional 2024-2025.

#comidatradicional #valle",0,"09/10/2025 16:09",https://www.instagram.com/p/DOcIt50FALc/,"Imagen de Instagram",,Total,6799,,43,7,,0,0
