"Identificador de la publicación","Identificador de la cuenta","Nombre de usuario de la cuenta","Nombre de la cuenta",Descripción,"Duración (segundos)","Hora de publicación","Enlace permanente","Tipo de publicación","Comentario sobre los datos",Fecha,Visualizaciones,"Me gusta","Veces que se compartió",Comentarios,"Veces que se guardó",Alcance,Seguimientos
18079849007093156,17841400469949955,sancochofest,"SANCOCHO FEST","¡Entre más ingredientes, más bueno el Sancocho! Nos sumamos a la sabrosura de @sincomidanohayalegria y al Festival María Antonia Ruiz pa‘ inaugurar este Sancocho que celebra el sonido que no se apaga. 

Música, circo, danza, emprendimiento y educación se sirven en la misma olla. 

📅 Lunes 13 octubre 
📍 Coliseo de Ferias Manuel Victoria Rojas
🎟️ Todas las actividades del SANCOCHO FEST son gratuitas.

¡Pronto más información! 

SANCOCHO ORG

www.sancocho.com.co

Evento apoyado por el programa de Concertación Cultural del @mincultura 

@culturavalle 

@alcaldiadetulua 

#SancochoFest #MemoriaViva #ElSonidoQueNoSeApaga #FestivalCultural",0,"10/07/2025 13:47",https://www.instagram.com/p/DPhZ8dZEvKS/,"Imagen de Instagram",,Total,12701,155,60,0,0,,
17848108695544633,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🎬✨ Edward, el talento tulueño que le apuesta al cine de terror 👻

Con el apoyo de la Administración Municipal, este joven cineasta está cumpliendo su sueño de producir historias de terror desde el corazón del Valle. 💪🎥 En Tuluá creemos en el talento local, lo impulsamos y lo transformamos en oportunidades reales. 🌟 Porque aquí, soñar también es una forma #ParaSerFelices. 💙💪🏼",116,"10/08/2025 16:32",https://www.instagram.com/reel/DPkRpb3gE6m/,"Reel de Instagram",,Total,4358,128,11,2,5,2484,0
18076675003881837,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🎉✨ ¡Conoce la programación oficial del Festival María Antonia Ruiz!✨✌🏽

Este fin de semana prepárate para vivir un parche lleno de color, alegría y tradición 🎶💃🏾🪘.
Con música, baile, goce y mucho tirar paso al mejor estilo del Pacífico 🌊🔥

👉🏾 Desliza y descubre todo lo que trae este finde en Tuluá. #ParaSerFelices ✨💙",0,"10/08/2025 18:14",https://www.instagram.com/p/DPkdT6kAPv-/,"Secuencia de Instagram",,Total,15380,166,82,3,13,4120,3
18107753791583443,17841400356362656,infitulua,"INFITULUÁ E.I.C.E","🚧💧 En Tuluá seguimos mejorando nuestras vías para todos.

La cuadrilla de sumideros y realces de paso de @infitulua culminó sus labores al 100% en la Calle 34, garantizando un tránsito más seguro, fluido y con mejor drenaje urbano.

Con estas acciones, la @alcaldiadetulua bajo el liderazgo del ingeniero @gustavovelezr fortalece el plan de mantenimiento vial y trabaja día a día por una ciudad más funcional y segura. 💪🚗🚴‍♀️

#ObrasQueTransforman 
#ParaSerFelices 💙",50,"10/09/2025 07:20",https://www.instagram.com/reel/DPl2_BfAAQz/,"Reel de Instagram",,Total,2250,60,1,2,1,1458,0
17981862821867344,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🚧💪 ¡Conectamos Tomás Uribe con La Trinidad!

El paso a nivel de la Carrera 26B, entre estos dos sectores, ya alcanza un 85% de avance ✅.
Una obra realizada en tiempo récord que mejora la movilidad y transforma la infraestructura de nuestro municipio.
Lo que por años fue un sueño, ¡hoy es una realidad! Obras #ParaSerFelices 💙💪🏼",59,"10/09/2025 09:38",https://www.instagram.com/reel/DPmHC6HAL8X/,"Reel de Instagram",,Total,5014,99,10,6,1,2904,1
18359250952089307,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Llegó el Festival María Antonia Ruiz a Tuluá! ✨✌🏽

Desliza y mira nuestros 5 tips esenciales para gozar al máximo este fin de semana: comida, baile, cultura y ¡mucho goce! 🌊🔥
Prepárate para vivir un parche lleno de color, sabor y tradición del Pacífico en el 📍Coliseo de Ferias Manuel Victoria Rojas. #ParaSerFelices 🎶💃🏾🪘",74,"10/09/2025 15:38",https://www.instagram.com/reel/DPmwHQ3AGzM/,"Reel de Instagram",,Total,8662,190,26,5,3,4704,1
18107060008598803,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🚫 ¡Los piques no son un juego!

Este joven tulueño aprendió la lección: conducir sin papeles, con el vehículo en mal estado y poniendo en riesgo su vida y la de los demás, nunca será una buena decisión. Desde la Administración Municipal seguimos trabajando por una movilidad responsable y segura.🏍️⚠️",46,"10/10/2025 08:06",https://www.instagram.com/reel/DPohTCmAB8Z/,"Reel de Instagram",,Total,12337,286,123,47,15,6030,3
18321095689214779,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🎉 ¡Todo está listo para vivir el Festival María Antonia Ruiz 2025!

💃🏾 Estos son los artistas y agrupaciones que nos harán bailar, gozar y vibrar con toda la fuerza de nuestra cultura. 📍 Desde el Coliseo de Ferias Manuel Victoria Rojas, este fin de semana del 11 al 13 de octubre viviremos noches llenas de música, alegría y tradición, unidas en un solo corazón: el de Tuluá.
✨ ¡Prepárate para sentir, disfrutar y vivir el festival como nunca antes! #ParaSerFelices",59,"10/10/2025 15:33",https://www.instagram.com/reel/DPpUbdzj9oA/,"Reel de Instagram",,Total,2312,87,17,3,3,1507,0
18208021546308431,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🌊🔥 ¡Desliza para conocer todo lo que tendremos este fin de semana en el Coliseo de Ferias Manuel Victoria Rojas! 💃🏾🎶

Zonas de bienestar, cocinas tradicionales, artesanías, emprendedores, dulces, mecato y mucho más 😍✨

Nos vemos desde el 11 al 13 de octubre desde las 9:00 a. m. en el Primer Festival María Antonia Ruiz para vivir juntos el sabor, la cultura y la alegría del Pacífico 💙 #ParaSerFelices",0,"10/10/2025 17:45",https://www.instagram.com/p/DPpjpXGgANY/,"Secuencia de Instagram",,Total,7899,93,6,0,4,1860,0
18538195210018062,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","✨ ¡Inicia el primer día del Festival María Antonia Ruiz y el 6to Encuentro de Cocinas Tradicionales @sincomidanohayalegria!

Entre sabores, música y tradición también seguimos disfrutando del Encuentro de Comidas Tradicionales “Sin comida no hay alegría” 🍲🎶

👉 La entrada es GRATIS, vení con tu familia y hacé parte de esta gran experiencia gastronómica que va hasta la noche.  #ParaSerFelices",0,"10/11/2025 12:02",https://www.instagram.com/p/DPrhK3PD8Qz/,"Secuencia de Instagram",,Total,11032,172,5,0,1,2942,2
17878517904308121,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","✨ Color, diversidad e inclusión en el Afro Model 2025. 
Más de 25 artistas y modelos brillaron en la pasarela del Afro Model 2025, luciendo los diseños del artista caleño Jofer de Jara y los turbantes y kufís de la lideresa Tulueña Irma Tulia Escobar Gutiérrez.✨😎

Una noche vibrante que abrió la primera noche del Festival María Antonia Ruiz, con el apoyo de la Unidad Central del Valle, UCEVA y la Agencia Staff Models. 💫",0,"10/11/2025 18:48",https://www.instagram.com/p/DPsPp1mgLK4/,"Secuencia de Instagram",,Total,32611,333,22,7,5,7280,0
18099757342643353,17841440597983973,sincomidanohayalegria,"Encuentro de Cocinas Tradicionales","¡Así vivimos el primer día del 6° Encuentro de Cocinas Tradicionales! 🔥
Fritanga, mecato, bebidas, risas y pura alegría vallecaucana 💚
¡No te lo pierdas! Este 12 y 13 seguimos en el Coliseo de Ferias de Tuluá 🙌

Un proyecto de @artejoven_corporacion con el apoyo de @mincultura a través de la Lista Bienal de proyectos de interés nacional 2024-2025",44,"10/11/2025 20:03",https://www.instagram.com/reel/DPsYFUXgOfp/,"Reel de Instagram",,Total,8259,148,18,5,0,,
18107548381606222,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Así se vivió uno de los momentos más vibrantes del Afro Model 2025 💫✨

Modelos de la academia Staff Models brillaron con los diseños de Jofer de Jara y los turbantes de Irma Tulia Escobar 🌈🔥

Una noche de color, diversidad e inclusión, en el marco del Festival María Antonia Ruiz con las presentaciones artísticas de La Gámez del Pacífico, Julián Rodríguez y Laura Valentina Gutiérrez. 🎶💃🏾",57,"10/12/2025 08:12",https://www.instagram.com/reel/DPtrSy_gCJp/,"Reel de Instagram",,Total,8678,157,15,5,1,4607,5
17996262122836834,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🌽✨ Sabores que cuentan historias ✨🌽

Con el conversatorio “Sabores que cuentan historias” y los shows de cocina del chef Juan Felipe Rojas desde Zipaquirá y la cocinera tradicional Tulueña Cleotilde Vidarte, seguimos llevando saberes y sabores a las familias vallecaucanas que hoy disfrutan del Festival María Antonia Ruiz y el 6to Encuentro de Cocinas Tradicionales @sincomidanohayalegria en el Coliseo de Ferias Manuel Victoria Rojas. 🍲🎶",0,"10/12/2025 13:11",https://www.instagram.com/p/DPuN1Fhj3_g/,"Secuencia de Instagram",,Total,4214,41,0,0,1,1023,0
18043290077436307,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🌞✨ ¡Segundo Día del Festival María Antonia Ruiz y el Encuentro de Cocinas Tradicionales “Sin comida no hay alegría”! 🍲🎶

Entre sabores, tradición y alegría, disfrutamos de conversatorios, shows de cocina en vivo y presentaciones artísticas en un ambiente lleno de familia y cultura. 💃🏽👨🏽‍👩🏽‍👧🏽

¡Ven ahora! En la tarde y noche tendremos más sabor, música y diversión para todos. 🎉🥁 #ParaSerFelices 💙",50,"10/12/2025 14:13",https://www.instagram.com/reel/DPuU7Exjzcw/,"Reel de Instagram",,Total,1706,48,6,5,0,1185,0
17860441248510635,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","#Noticias | Desde el Festival María Antonia Ruiz y el Sexto Encuentro de Cocinas Tradicionales @sincomidanohayalegria, te traemos una edición especial de 45 Segundos #ParaSerFelices 🤩✌🏽",35,"10/12/2025 16:13",https://www.instagram.com/reel/DPuibVhD0a8/,"Reel de Instagram",,Total,4353,75,14,2,0,2800,1
17988151685903780,17841440597983973,sincomidanohayalegria,"Encuentro de Cocinas Tradicionales","🍛 Deporte y comida tradicional son dos cosas que en el Valle no pueden estar separadas. 🏃

Mañana, desde muy temprano, los mejores platos esperan para ser degustados también por quienes mueven su vida y sus cuerpos por el bienestar.

Un proyecto de @artejoven_corporacion.

Con el apoyo de @mincultura a través de la Lista Bienal de proyectos de interés nacional 2024-2025.

#comidatradicional #valle",0,"10/12/2025 18:03",https://www.instagram.com/p/DPuvQBniLd8/,"Imagen de Instagram",,Total,4936,30,0,0,0,,
17974682891935185,17841440597983973,sincomidanohayalegria,"Encuentro de Cocinas Tradicionales","👦 Hoy la cocina fue un patio de juegos 👧

Niños y niñas se pusieron el delantal y a través de juegos y risas nos degustaron con una deliciosa torta de pandebono.

Un proyecto de @artejoven_corporacion.

Con el apoyo de @mincultura a través de la Lista Bienal de proyectos de interés nacional 2024-2025.

#comidatradicional #valle",38,"10/12/2025 20:04",https://www.instagram.com/reel/DPu8kcBABSn/,"Reel de Instagram",,Total,4596,60,5,0,0,,
18106765606526199,17841440597983973,sincomidanohayalegria,"Encuentro de Cocinas Tradicionales","Estufas, cocineros y los mejores platos se encontraron en un día que nuevamente superó las expectativas y que fue testigo de lo mejor de la cocina tradicional.

Desde conversatorios, shows de cocina en vivo, taller de cocina para niños hasta el concurso de fritanga formaron parte de la experiencia gastronómica que vivieron cientos de familias que nos visitaron en este 2do día de Encuentro.

Nos vemos mañana para hacer del último día de Encuentro una experiencia inigualable.

Un proyecto de @artejoven_corporacion.

Con el apoyo de @mincultura a través de la Lista Bienal de proyectos de interés nacional 2024-2025.

#comidatradicional #valle",0,"10/12/2025 21:41",https://www.instagram.com/p/DPvIPh_AFht/,"Secuencia de Instagram",,Total,7022,109,8,1,0,,
18058115771393021,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Otro día lleno de sabores y saberes!✨🥘

Con talleres y conversatorios junto a chefs del Pacífico y Boyacá, cocinas para niños, mucha danza, música y diversión, además del esperado concurso de fritanga 🥘🔥

Así disfrutamos el segundo día del festival María Antonia Ruiz y del Encuentro de Cocinas Tradicionales @sincomidanohayalegria 🎶💙

¡Nos vemos hoy para seguir celebrando nuestras raíces y darle cierre a nuestro Festival! 🙌🏽🇨🇴 #ParaSerFelices",42,"10/13/2025 06:03",https://www.instagram.com/reel/DPwBhQOgJ7z/,"Reel de Instagram",,Total,3793,52,7,1,0,2612,0
17997975389683479,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","✨ ¡Hoy en el último día del Sexto Encuentro de Cocinas Tradicionales: @sincomidanohayalegria y el Festival María Antonia Ruiz!🍽️✨

Con conversatorios sobre el👩‍🍳Pandeyuca y Trabuco de La Unión.
📖 Historias de la Cocina Tulueña,🇲🇽 Experiencias Sublimes con los cocineros José y Mar desde México;
🧁 y Cocina para Niños, seguimos celebrando juntos nuestras raíces.🌾

Vivimos un gran espacio lleno de saberes, sabores y tradición. 🍲💃 #ParaSerFelices",0,"10/13/2025 11:28",https://www.instagram.com/p/DPwmyWSj1E2/,"Secuencia de Instagram",,Total,4513,31,0,0,1,1207,0
17900709591295529,17841440597983973,sincomidanohayalegria,"Encuentro de Cocinas Tradicionales","😃 En la cocina tradicional más grande de la región hay espacio para que todos disfruten en boca y manos del legado gastronómico que nos sigue uniendo como comunidad, y qué rescata, preserva y promueve la identidad de sabores que nos representan. 💪🏻

Aquí lo qué hay es sabor, historia y memoria de un pueblo que siente orgullo por su conocimiento de gastronomía tradicional.

Un proyecto de @artejoven_corporacion.

Con el apoyo de @mincultura a través de la Lista Bienal de proyectos de interés nacional 2024-2025.

#comidatradicional #valle",0,"10/13/2025 12:29",https://www.instagram.com/p/DPwtxGalG_n/,"Secuencia de Instagram",,Total,5902,89,5,0,0,,
18061791326133414,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🎉 ¡El público habla!

Esto es lo que dicen quienes han disfrutado del Festival María Antonia Ruiz y nuestro Encuentro de Cocinas Tradicionales @sincomidanohayalegria ✨

Desliza ➡️y vive esta experiencia de sabor y alegría #ParaSerFelices",0,"10/13/2025 16:53",https://www.instagram.com/p/DPxL-i3j42k/,"Secuencia de Instagram",,Total,6488,87,4,0,2,1818,0
17942711913072217,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🎶 ¡Reconocimos a quienes hacen grande nuestra historia!🥇

En el marco del Festival María Antonia Ruiz y el 6to Encuentro de Cocinas Tradicionales Sin Comida no hay alegría, conmemoramos a quienes día a día siembran cultura, identidad y orgullo tulueño. 🌿 Ellos son guardianes de las raíces afrodescendientes y defensores de la memoria viva de nuestro pueblo tulueño. 💙💪🏼

Un reconocimiento del corazón de Tuluá #ParaSerFelices 🤩",0,"10/14/2025 08:18",https://www.instagram.com/p/DPy11NVALBM/,"Secuencia de Instagram",,Total,7173,102,2,2,0,1742,1
18108695785577684,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","✨ ¡Así cerramos Festival María Antonia Ruiz y el 6º Encuentro de Cocinas Tradicionales @sincomidanohayalegria ! 💙

Con el corazón lleno, estos dos grandes espacios llegaron a su final, dejándonos un fin de semana lleno de sabor, tradición y alegría. 🌿🍲
Gracias a cada cocinero, emprendedor, bailador,  y a todas las familias que con 🤩su amor mantuvieron viva la esencia de nuestras cocinas tradicionales. 💪🏼

🔥 El fuego de la tradición sigue encendido en cada uno de nosotros, así como sigue intacta la historia y el legado de María Antonia Ruiz, nuestra heroína afro, símbolo de fuerza, identidad y resistencia. ✊🏾🌺 #ParaSerFelices",76,"10/14/2025 15:14",https://www.instagram.com/reel/DPzlWaaDw_D/,"Reel de Instagram",,Total,1419,52,1,1,1,975,1
18047651609355703,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","✨ Hace un año vivimos un mundo mágico… 🏰
🌈 Este año regresamos con una aventura aún más grande: un mundo lleno de cuentos, fantasía y mucha diversión para nuestros niños. 📚💫

🎠 Prepárate para vivirlo este 25 de octubre en el Coliseo de Ferias Manuel Victoria Rojas.
👧🧒 ¡La magia está por comenzar! #MundoDeLaFantasía #ParaSerFelices 💙",29,"10/14/2025 16:51",https://www.instagram.com/reel/DPzwbqmj2XE/,"Reel de Instagram",,Total,4881,87,53,0,1,3136,1
17994297815845994,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","👧🏽👦🏽 ¡Somos referentes en el trabajo por la niñez y primera infancia! 💙

Participamos en el foro de ProPacífico sobre la construcción de políticas públicas para la primera infancia y la niñez, compartiendo nuestras experiencias y avances desde el municipio. 🌱
Hoy pasamos del papel a la acción, y estos espacios son la muestra de que vamos por buen camino hacia un futuro más justo, protector y feliz para ellos. 🤝✨ #ParaSerFelices",0,"10/15/2025 16:22",https://www.instagram.com/p/DP2SIIED12Q/,"Secuencia de Instagram",,Total,4175,50,1,0,0,1121,0
18021500885778799,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🌳🏫 ¡Iniciamos poda y mantenimiento de árboles en Instituciones Eduvativas!

Buscando proteger los techos y entornos de nuestras Instituciones Educativas 🌿 identificamos peligro de colapso de algunos árboles, además varias especies no nativas que afectaban la salud de nuestros estudiantes, y por eso estamos actuando con responsabilidad. 💙💪🏼

💪 Queremos que nuestros niños y jóvenes aprendan en espacios más seguros y saludables. #ParaSerFelices",54,"10/16/2025 13:21",https://www.instagram.com/reel/DP4iF9nD4PW/,"Reel de Instagram",,Total,5840,69,1,3,3,3521,1
18036073154710371,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","✨ El Parche de mi Cole llegó al Gimnasio del Pacífico 🎨🎶

Con arte, música y mensajes de convivencia, llevamos alegría, reflexión y valores a nuestros estudiantes de esta Institución. 💙
Esta iniciativa busca transformar los entornos escolares a través del arte, la cultura y la comunicación asertiva. 🙌
💬 Promovemos el NO al bullying, el respeto y la unión entre todos.

🚀 Espéranos en tu colegio para juntos fortalecer la convivencia. #ParaSerFelices 💪🏼",0,"10/17/2025 06:50",https://www.instagram.com/p/DP6aLdYAL3d/,"Secuencia de Instagram",,Total,13391,180,8,2,2,2819,2
18081941347826900,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🎃✨ ¡Este 25 de octubre regresa la magia! ✨🎭

El Coliseo de Ferias Manuel Victoria Rojas abre sus puertas para recibir a miles de familias 👨‍👩‍👧‍👦 que vivirán una experiencia llena de fantasía, color y cuentos encantados. 🧚‍♀️📖

🎈 Ven a celebrar Halloween con todo el encanto de los cuentos de hadas. 🏰💫

¡Te esperamos para vivir una tarde mágica en el Mundo de la Fantasía! 🪄🧙‍♂️👻 #ParaSerFelices",40,"10/17/2025 08:06",https://www.instagram.com/reel/DP6i1ZCAAxJ/,"Reel de Instagram",,Total,5134,122,48,2,5,3225,3
17955318560878430,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🚦 ¡Instalamos un nuevo semáforo hacia el Oasís! 🙌

La Calle 27 con Carrera 19 ahora cuenta con un moderno cruce semafórico que mejorará la movilidad y la seguridad de peatones y conductores, reduciendo los índices de accidentalidad en este importante sector. ✅

Esta obra se suma al plan de modernización vial que garantiza un tránsito más ordenado y seguro para todos. 🚗👣

Recuerda cuidar y respetar estos equipos, son bienes que pertenecen a todos los tulueños. 💙 #ParaSerFelices",47,"10/17/2025 10:06",https://www.instagram.com/reel/DP6we1VAJfr/,"Reel de Instagram",,Total,6201,143,36,22,2,3578,1
18286094209287083,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Inició la Feria de AgroTurismo y Negocios 2025!🤝💪🏼✅

Con 230 expositores de todo el país, inició la Feria de Agroturismo y Negocios organizada por la Cámara de Comercio de Tuluá con apoyo de la Alcaldía Municipal. ✌🏽

El alcalde @gustavovelezr resaltó la importancia de estos espacios para el emprendimiento y la reactivación económica de la región. 📈📊✅",0,"10/17/2025 18:39",https://www.instagram.com/p/DP7rSN8gGFh/,"Secuencia de Instagram",,Total,9627,124,6,2,1,2888,1
18153220072364592,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🏃‍♂️💨 ¡Regresa la Media Maratón Tuluá! 

2025 se pasó volando y solo queda un mes para vivir nuevamente la @mediamaratontulua . 🏅🔥

💙 Este 16 de noviembre nos volvemos a encontrar para correr, disfrutar y hablar bien de Tuluá, porque aquí pasan cosas muy buenas para todos 🙌

📍 ¡Prepárate para ser parte de este gran evento que pone a Tuluá como el epicentro runner del corazón del Valle! 🏃‍♀️💫 #ParaSerFelices",37,"10/18/2025 06:10",https://www.instagram.com/reel/DP86RnEANwP/,"Reel de Instagram",,Total,13369,258,33,18,4,7081,1
18092132119655162,17841465213107155,tuluaculturacol_,"DEPARTAMENTO DE ARTE Y CULTURA","🎉 ¡Ya llegó El Parche de mi Cole a las instituciones educativas! 🏫✨
La Casa de la Cultura arrancó esta gran iniciativa en el Gimnasio del Pacífico, llevando arte, música, cultura y muchas sonrisas a más de 600 estudiantes 🎶🎭

Un espacio para decir juntos #NoAlBullying y promover una comunicación asertiva entre todos. 💬💛

#elparchedemicole #culturatuluá #casadelacultura #tuluáescultura",62,"10/18/2025 11:54",https://www.instagram.com/reel/DP9hfsDkc6O/,"Reel de Instagram",,Total,7722,182,19,3,0,,
18075575818906535,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Reactivación económica en la Feria de AgroTurismo y Negocios de la @camaratulua! ✌🏽✅

✨ El alcalde @gustavovelezr estuvo presente en la apertura oficial de esta Feria, un espacio que reúne a 230 emprendedores de todo el país 🌎.
Con su visita, el alcalde recorrió los stands, compartió con los expositores y reafirmó su compromiso con la reactivación económica y el impulso al emprendimiento en nuestra región 💪🌾. #ParaSerFelices",58,"10/18/2025 13:09",https://www.instagram.com/reel/DP9qR5qD4YR/,"Reel de Instagram",,Total,2951,58,4,0,0,1993,0
17926453476016560,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","#Noticias | Desde la Feria de AgroTurismo y Negocios de la @camaratulua, te traemos las noticias más importantes de la semana en 45 Segundos #ParaSerFelices 🤩✌🏽",55,"10/18/2025 16:22",https://www.instagram.com/reel/DP-AUutj2wJ/,"Reel de Instagram",,Total,1765,60,2,3,0,1114,0
18004748075654854,17841433443880918,fundacionlevapan,"Fundación Levapan","🍃El Parque de la Guadua es un tesoro natural de nuestro municipio: un aula viva donde florece la biodiversidad, el bienestar y la conexión con la naturaleza. Aquí, las comunidades son protagonistas y disfrutan de cada rincón con sentido y pertenencia.✨
@alcaldiadetulua",45,"10/20/2025 06:00",https://www.instagram.com/reel/DQCC0yxjfIc/,"Reel de Instagram",,Total,1162,36,1,1,0,,
