"Identificador de la publicación","Identificador de la cuenta","Nombre de usuario de la cuenta","Nombre de la cuenta",Descripción,"Duración (segundos)","Hora de publicación","Enlace permanente","Tipo de publicación","Comentario sobre los datos",Fecha,"Me gusta","Veces que se compartió",Reproducciones,Comentarios,"Veces que se guardó",Impresiones,Alcance,Seguimientos
18061024549813258,17841400356362656,infitulua,"INFITULUÁ E.I.C.E","¡Inició pavimentación de la carrera 28! 🏗

En un trabajo articulado entre la Administración Municipal a través de la Secretaría de Hábitat e Infraestructura en conjunto con Infituluá, se está realizando la pavimentación y mejoramiento de la vía de la Carrera 28 entre calles 15 y 20 del barrio Tomás Uribe, al costado del río Tuluá. 

¡Una vía que mejorará la calidad de vida de los tulueños!

Juntos estamos haciendo de Tuluá un mejor lugar #ParaSerFelices",61,"10/30/2024 08:33",https://www.instagram.com/reel/DBwNnL2p3ob/,"Reel de Instagram",,Total,70,10,3993,5,1,3094,2648,1
17979197774628003,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Jornadas de salud para toda nuestra población!🏥🩺

Hoy estuvimos en la Plaza Cívica Boyacá, brindando un servicio más cercano a las poblaciones más vulnerables. Con la Secretaría de Salud, Entidades Promotoras, Equipos Básicos en Salud y Plan de Intervenciones Colectivas del @hospitalrubencruzvelez, se brindó atención médica, salud mental y pruebas rápidas de VIH.💪🏼 Además, el Departamento de Planeación asistió con atención  SISBÉN, garantizando el acceso a programas de asistencia social. Estas acciones reafirman nuestro compromiso con un Tuluá más saludable y equitativo #ParaSerFelices ✅💙",0,"10/29/2024 15:35",https://www.instagram.com/p/DBuZuZPvpmc/,"Secuencia de Instagram",,Total,51,4,,2,0,1707,1410,
18039914140979016,17841407739133684,emtulua,"Emtulua Esp","Desde la administración municipal, bajo el liderazgo de nuestro alcalde Gustavo Adolfo Vélez Román y Empresas Municipales de Tuluá, se llevó a cabo la socialización de los proyectos de agua potable y saneamiento básico en el corregimiento de Bocas de Tuluá. 💧🚰

Estos proyectos garantizarán el acceso a agua potable de calidad, lo que mejorará significativamente la salud y el bienestar de la comunidad.

💙 ¡Continuamos trabajando para ser felices! 💙",57,"10/29/2024 14:22",https://www.instagram.com/reel/DBuPO90JvtO/,"Reel de Instagram",,Total,37,1,,0,0,,,
18003218015509876,17841400356362656,infitulua,"INFITULUÁ E.I.C.E","Hoy en C❤razones de Infi, compartimos los testimonios  y experiencias de los tulueños sobre los avances  de obra significativos en nuestro municipio.

Día a día seguimos trabajando construyendo una Tuluá #ParaSerFelices",51,"10/29/2024 12:45",https://www.instagram.com/reel/DBuGHpJPtMN/,"Reel de Instagram",,Total,45,8,2985,0,0,2366,1946,
18116559421407267,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Muy pronto regresará el Palacio de Justicia!✌🏽✅

Este año, hemos trabajado sin descanso para recuperar este espacio vital para nuestra comunidad. Muy pronto, el Palacio de Justicia, que había sido destruido en 2021, volverá a brillar. ✨

Con esta entrega, damos un paso más hacia un Tuluá #ParaSerFelices 💙💪🏼",42,"10/29/2024 09:46",https://www.instagram.com/reel/DBtxrFRv8A8/,"Reel de Instagram",,Total,122,5,,4,0,2964,2545,
18067327942711590,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Aprovecha los últimos días de octubre con el Papayazo Tributario! 🙌🏼✅

No dejes pasar la oportunidad de obtener un 80% de descuento en intereses al pagar tus impuestos. 

¡Contribuye al crecimiento de Tuluá! 💙✨

Juntos, seguimos construyendo un mejor futuro #ParaSerFelices ✌🏽",71,"10/28/2024 16:01",https://www.instagram.com/reel/DBr3q4IPgoI/,"Reel de Instagram",,Total,90,9,,2,3,3655,2925,1
18046344856995648,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Tuluá vuelve a soñar, a sonreír!✨💙🪄

El Mundo de la Fantasía iluminó el rostro de 8000 tulueños que soñaron y participaron de este gran espacio para la familia. Cada niño y cada padre recordará este gran día que hemos vivido lleno de magia y diversión  #ParaSerFelices 🪄💙✨ ¡GRACIAS POR SER PARTE DE NUESTRA ALEGRÍA!🙌🏼🤩",68,"10/27/2024 19:00",https://www.instagram.com/reel/DBpnTqev60N/,"Reel de Instagram",,Total,178,10,,11,2,3806,3211,
17883586224116481,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Conoce las noticias más importantes de esta semana en nuestro resumen “45 segundos #ParaSerFelices”💙✅",78,"10/27/2024 08:00",https://www.instagram.com/reel/DBob7lDv9g6/,"Reel de Instagram",,Total,48,0,,2,0,1081,1018,
18066509692640074,17841405972723932,zonaretro_online,"ZONA RETRO (PROGRAMA ONLINE) 🔴","MUNDO DE LA FANTASÍA👻  vivimos hoy con todos los niños del CORAZÓN DEL VALLE  TULUA😍❤️ 

👻 ⭐️✨ 

Alcalde @gustavovelezr",68,"10/26/2024 19:27",https://www.instagram.com/reel/DBnFGGotBWE/,"Reel de Instagram",,Total,246,18,,1,0,,,
17864201433251641,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Gracias, Tuluá! 🙏🏼✨💙

Más de 5,000 niños y niñas disfrutaron del “Mundo de la Fantasía” este Halloween, y todo fue posible gracias a su participación. Agradecemos a cada tulueño que se unió a esta celebración mágica. Juntos, estamos construyendo un Tuluá mejor, donde nuestro lema “#Para SerFelices” cobra vida. ¡Sigamos trabajando juntos por nuestra comunidad! 💪✨🪄",0,"10/26/2024 17:14",https://www.instagram.com/p/DBm2naJP8Ba/,"Secuencia de Instagram",,Total,543,7,,20,2,9299,7673,1
18335031208196261,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Tuluá continúa llenándose de Magia en el “Mundo de la Fantasía”! 🎃✨

Seguimos ofreciendo a los niños y niñas espacios llenos de magia y diversión. Este evento está repleto de sorpresas y actividades emocionantes para toda la familia. ¡Únete a nosotros y celebra un Halloween inolvidable!🪄🙌🏼💙",0,"10/26/2024 14:59",https://www.instagram.com/p/DBmnMXgPBI4/,"Secuencia de Instagram",,Total,457,5,,0,1,7522,5854,2
18144860719345330,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","En el Mundo de la Fantasía los niños y niñas son nuestra prioridad, por eso, hoy firmamos el Pacto por la Niñez✨🪄💙 #ParaSerFelices 🪄🤩",0,"10/26/2024 13:00",https://www.instagram.com/p/DBmZlz3PcY1/,"Secuencia de Instagram",,Total,145,5,,0,1,3992,3216,
17843199099344938,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Continuamos siendo felices en el Mundo de la Fantasía! 🎉✨

Las familias tulueños están disfrutando de este espacio mágico de forma gratuita. Aquí, cada sonrisa se convierte en un recuerdo inolvidable y cada momento es una celebración de alegría. ¡No se lo pierdan! ✨💙 #ParaSerFelices 🙌🏼",0,"10/26/2024 12:30",https://www.instagram.com/p/DBmWEpDPQRA/,"Secuencia de Instagram",,Total,336,15,,0,4,5169,4211,9
18053177647745718,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Magia, diversión y muchas sorpresas estamos viviendo en nuestro Mundo de la Fantasía🪄🎃👻 #ParaSerFelices",0,"10/26/2024 09:55",https://www.instagram.com/p/DBmEZDyOMSB/,"Secuencia de Instagram",,Total,346,9,,7,3,5076,4097,2
18285827224210023,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Seguimos aquí en el Coliseo de Ferias viviendo el Mundo de la Fantasía! 🎉✨ 

Los invitamos a que vengan a disfrutar de nuestros maravillosos stands llenos de magia y diversión. ¡No se lo pierdan, todos los niños y niñas son bienvenidos! ✨🪄💙 #ParaSerFelices #MundoDeLaFantasía",40,"10/26/2024 09:54",https://www.instagram.com/reel/DBmEEEOvsWC/,"Reel de Instagram",,Total,251,29,,6,6,9710,7614,1
18013064177392256,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Bienvenidos al Mundo de la Fantasía! 🎃✨ 

Estamos listos para vivir un espacio mágico y feliz para todos los niños y niñas. Tendremos mucha diversión y sorpresas. Ven ahora y vive una experiencia inolvidable. ¡Los esperamos! 🪄✨💙#ParaSerFelices",0,"10/26/2024 08:32",https://www.instagram.com/p/DBl62IpPku9/,"Secuencia de Instagram",,Total,448,46,,10,10,7658,5745,1
17955630674830485,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy, el alcalde @gustavovelezr, participó de la Feria de Agroturismo de la @camaratulua, un evento fundamental que une a empresarios, agricultores e inversionistas tulueños.🌱✨ Este espacio promueve la innovación y la sostenibilidad, fortaleciendo la economía local. 

¡Te invitamos a que visites y hagas parte del progreso de Tuluá! 💪🏼#ParaSerFelices",0,"10/25/2024 16:47",https://www.instagram.com/p/DBkOtjfviiA/,"Secuencia de Instagram",,Total,181,3,,1,1,3940,3076,4
18118230214396704,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Mañana es el gran día! 🎉✨

La Administración Municipal, invita a todos los niños a sumergirse en una aventura mágica, mañana en el Coliseo de Ferias Manuel Victoria Rojas. 🌟 ¡Desde las 10 de la mañana podrás explorar el Mundo de la Fantasía! Con inflables, dulces y estaciones llenas de actividades asombrosas y mucho más. 🎃🪄

¡Ven a recorrer caminos encantados y vivir una experiencia única! ¡No se lo pueden perder! 🎈🙌🏼💙👻✨ #ParaSerFelices",45,"10/25/2024 15:11",https://www.instagram.com/reel/DBkDobtP0YL/,"Reel de Instagram",,Total,125,50,,8,7,6535,5253,2
17923259048980191,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Amigos con el Alcalde! 👧🏻🎈🪅💙🗣️

Bienvenidos a este espacio creado para la comunidad. Hoy estaremos con tres pequeños grandes amigos hablando de diferentes temas e interactuando con nuestra comunidad tulueña.

¡Vamos a construir una Tuluá #ParaSerFelices! 💙",2545,"10/25/2024 11:15",https://www.instagram.com/reel/DBjovT5vth0/,"Reel de Instagram",,Total,63,1,,1,0,990,872,1
17894075739014973,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡32 hombres y mujeres serán guardianes de espacio público!🦺✅

Con el objetivo de fortalecer el diálogo y la sana convivencia en nuestro municipio, este grupo que desde enero ha trabajado por el diálogo y la seguridad ahora, estarán identificados con nuevos uniformes para facilitar su reconocimiento. 

¡Construyamos juntos un mejor municipio! #ParaSerFelices🙌🏼💙",99,"10/25/2024 04:26",https://www.instagram.com/reel/DBi5zEav8fY/,"Reel de Instagram",,Total,104,5,,6,2,2957,2681,
18042776639493969,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Compromiso con la Educación! 🎓✨

Hoy, el alcalde @gustavovelezr, participó en la audiencia pública “Plan Maestro” en la @universidaddelvallesedetulua. Junto a los Ministros de Educación, Daniel Rojas, y de Hacienda y Crédito Público, Ricardo Bonilla, escuchó a la comunidad estudiantil. La Administración reafirma su compromiso con el progreso educativo. 

¡Juntos avanzamos hacia un futuro mejor! #ParaSerFelices 🙌🏼💙",0,"10/24/2024 17:38",https://www.instagram.com/p/DBhvxpsvTNY/,"Secuencia de Instagram",,Total,122,4,,2,1,2086,1770,
18041903642286608,17841407739133684,emtulua,"Emtulua Esp","¡Cuarto Día de la Semana Ambiental en el marco de la COP 16! 💚♻️

Se llevó a cabo un impactante Foro Ambiental de Servicios Públicos y Acciones por una Región Más Sostenible, un espacio clave para fortalecer la dimensión ambiental en Tuluá. 

¡Únete a nosotros y sé parte de la construcción de un Tuluá más sostenible! 🌎🌱¡Juntos hacemos la diferencia!",52,"10/24/2024 16:20",https://www.instagram.com/reel/DBhmOFmOyWo/,"Reel de Instagram",,Total,45,1,,0,0,,,
18046159322018769,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🎉 ¡Este sábado, los niños de Tuluá están invitados a explorar el Mundo de la Fantasía en una Aventura “ParaSerFelices”! 🌈✨

🌟 Sigue estos tips para tener un día lleno de magia, diversión y aprendizaje para disfrutar al máximo. ¡No se lo pueden perder!💙",0,"10/24/2024 16:03",https://www.instagram.com/p/DBhk3cyPX6k/,"Imagen de Instagram",,Total,52,16,,2,1,2331,2132,
18018868382622336,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🌟 ¡Trabajando por la sana convivencia en Tuluá! 🌟

La Administración Municipal realizó hoy la presentación del nuevo equipo de Gestores de Convivencia, un grupo comprometido con el diálogo y la colaboración en nuestra comunidad que ha trabajado desde el inicio de año pero ahora estarán identificados con un nuevo uniforme. Junto a la Policía Nacional y Agentes de Tránsito, trabajarán para promover el orden y la tranquilidad en el espacio público.

👮‍♂️💬 ¡Unámonos para construir un Tuluá mejor #ParaSerFelices!💚✨",0,"10/24/2024 12:17",https://www.instagram.com/p/DBhLBtfPMBG/,"Secuencia de Instagram",,Total,169,5,,4,1,4383,3201,
18065428069678836,17841407739133684,emtulua,"Emtulua Esp","¡Así se vivió el Cuarto Día de la Semana Ambiental en el marco de la COP 16!🌱

Se llevó a cabo el Foro Ambiental de Servicios Públicos y Acciones por una Región Sostenible, con ponencias de CVC, CentroAguas, Veolia y Asurtumo. Los temas centrales fueron el cuidado de las fuentes hídricas, la biodiversidad y el manejo de residuos sólidos. 

Agradecemos la activa participación de los presidentes de juntas de acción comunal rurales, estudiantes de Uceva e Instituciones Educativas. ¡Juntos trabajamos por un futuro más sostenible! ♻️💚

#cop16 #tuluá #paraserfelices #biodiversidad",0,"10/24/2024 12:06",https://www.instagram.com/p/DBhJ0hkpO8D/,"Secuencia de Instagram",,Total,67,5,,0,0,,,
17949616613851390,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🎃 ¡Explora el Mundo de la Fantasía, una Aventura “ParaSerFelices! 🌟

¡Este Halloween, los más pequeños de la casa están invitados a una aventura mágica! Conoce las estaciones que tendremos para ti, donde los niños podrán descubrir actividades asombrosas, recorrer caminos encantados y vivir una experiencia única llena de sorpresas.

🦄 Nos vemos este sábado, 26 de octubre de 2024
🕒 10:00 a. m.
📍 Coliseo de Ferias Manuel Victoria Rojas

¡Ven disfrazado con un adulto responsable y prepárate para un día de diversión y fantasía!✨🪄 No te pierdas la oportunidad de hacer recuerdos inolvidables. ¡Te esperamos! 💙

Apoyan: 
@celsia_energia @infitulua @emtulua @supergiroscentrodelvalle @veolia_co @hospitalrubencruzvelez @constructoralacima @central_de_transportes_tulua_ @mundoalitascolombia @losolivostulua @mvc30 @electroingenieria @distribuidora_jm.t @comfenalcovalle @centroaguas.sa.esp @fundacion_colombina @funeraria_sanmartin #PanelaElTrébol @supercentrotulua @cclaherradura @nestlecolombia",0,"10/23/2024 11:14",https://www.instagram.com/p/DBefDg2vrT4/,"Secuencia de Instagram",,Total,127,61,,2,9,4771,3578,1
18003380108659951,17841407739133684,emtulua,"Emtulua Esp","¡Segundo día de la Semana Ambiental en el marco de la COP 16! 

🎭✨ Disfrutamos de increíbles obras de teatro y representaciones en el Centro Comercial Bicentenario Plaza, donde juntos concientizamos sobre la vital importancia de cuidar nuestra biodiversidad.

¡Únete y recuerda: La naturaleza no se vende! 🌱💚 Tu participación hace la diferencia.",0,"10/23/2024 08:34",https://www.instagram.com/p/DBeMr45OW6E/,"Secuencia de Instagram",,Total,56,1,,0,0,,,
18043975472505841,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡FORTALECIENDO LA INFRAESTRUCTURA VIAL! 🚧👷🏻

Buscando el beneficio de más de 1300 estudiantes, en tan solo una semana, hemos avanzado significativamente en la pavimentación de la Calle 7ma, entre las carreras 18 y 19. 🚧💪 Esta obra tan esperada transforma nuestro barrio, y hoy es una realidad para mejorar la calidad de vida de todos los tulueños. 
¡La transformación está en marcha y tú eres parte de ella! 💪🌟 #ParaSerFelices 💙",75,"10/22/2024 15:23",https://www.instagram.com/reel/DBcWsZovfY8/,"Reel de Instagram",,Total,34,0,,0,0,1788,1292,
17870244957212578,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡En Tuluá seguimos trabajando por una mejor atención en salud!🚑 🩺

Con la visita del @minsaludcol de Salud @guillermo_alfonso_jaramillo, al @hospitalrubencruzvelez, se anunciaron mejoras en siete puestos de salud, con esto, permitiremos más accesibilidad y calidad para nuestras comunidades urbanas y rurales. 🏥 💪 #ParaSerFelices",0,"10/21/2024 13:36",https://www.instagram.com/p/DBZlvDYvYYK/,"Secuencia de Instagram",,Total,127,3,,3,2,4084,3187,1
17954883287740888,17841407739133684,emtulua,"Emtulua Esp","¡Bienvenidos a la Novena Semana Ambiental de Tuluá !🌿

Desde la administración municipal, liderada por el ingeniero Gustavo Adolfo Vélez Román, iniciamos hoy esta importante semana en el marco de la COP 16. Nos sumamos a la celebración de nuestra biodiversidad con una jornada de siembra de árboles en la orilla del río Tuluá, junto a diversas entidades comprometidas.

¡Únete a nosotros y contribuye a un futuro más verde! 🌳💚

#SemanaAmbiental #COP16 #cop16 #paraserfelices #biodiversidad #tuluá",60,"10/21/2024 13:34",https://www.instagram.com/reel/DBZlZynJle2/,"Reel de Instagram",,Total,44,2,,1,0,,,
17880318573159384,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🎃 ¡Tenemos un cita muy especial con todos los niños y niñas de Tuluá! Es momento de sumergirnos en El Mundo de la Fantasía!🪄🦄

👻 Viviremos un día mágico, lleno de diversión y sorpresas pensado especialmente para ti en compañía de @lospayachiquisoficial 🤩

📅 26 de octubre de 2024
📍 Coliseo de Ferias Manuel Victoria Rojas 

¡No te lo pierdas! 🌟 Una aventura #ParaSerFelices 💙✨",46,"10/20/2024 09:52",https://www.instagram.com/reel/DBWnJQQPwnh/,"Reel de Instagram",,Total,174,55,,11,11,9369,6845,4
17912072520008710,17841436811933031,imdertulua,"Imder Tuluá","¡Estamos en inscripciones!
Desliza para que conozcas los deportes que ofrecemos en nuestro programa de Iniciación totalmente gratis 🏀⚽️🛼🥊",0,"10/19/2024 13:48",https://www.instagram.com/p/DBUdedApOel/,"Secuencia de Instagram",,Total,71,20,,1,0,,,
17889037422100318,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Aquí podrás revivir las noticias más importantes de este semana con nuestro resumen “45 segundos #ParaSerFelices” 💙✅✌🏽",78,"10/19/2024 10:12",https://www.instagram.com/reel/DBUChnPP5hw/,"Reel de Instagram",,Total,42,1,,2,0,1071,987,
17903858613059685,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Conmemoración del Día Mundial de la Lucha contra el Cáncer de mama!💕💪🏼

Con una jornada pedagógica, las secretarias de Salud y de Bienestar Social, se unieron para realizar una jornada de sensibilización e información para la prevención del cancer de mama en las mujeres tulueñas.✅✌🏾 #ParaSerFelices 💙",32,"10/18/2024 16:16",https://www.instagram.com/reel/DBSJb2CvlqS/,"Reel de Instagram",,Total,29,0,,0,0,1229,1053,
17869230807142143,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Hemos iniciado la reactivación del vivero municipal!🌱💪🏼🪄

Desde la Secretaría de Desarrollo Agropecuario y Medio Ambiente, SEDAMA, estamos impulsando la producción de material ornamental, forestal y de jardinería, con el objetivo de llenar de vida y zonas verdes cada rincón de nuestro municipio. 🌿🌸

Este esfuerzo contribuye a revitalizar nuestros espacios urbanos, creando un entorno más saludable y armonioso para todos. #ParaSerFelices #SEDAMA 💙",66,"10/17/2024 10:01",https://www.instagram.com/reel/DBO51LUsYga/,"Reel de Instagram",,Total,28,0,,2,0,588,559,
17943243401777782,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Seguimos fortaleciendo las estrategias para la seguridad de los tulueños! ✅

Con el apoyo de nuestra Fuerza Pública, realizamos “las Caravanas por la Vida”, una iniciativa que refuerza el control y garantiza la seguridad de nuestra comunidad. #ParaSerFelices",60,"10/16/2024 17:15",https://www.instagram.com/reel/DBNGmSPpyyB/,"Reel de Instagram",,Total,55,1,,6,1,1383,1294,
18017981747315123,17841465213107155,tuluaculturacol_,"DEPARTAMENTO DE ARTE Y CULTURA","¡Sabor y tradición en el corazón del Valle! 🫕💪🏼🎶

Más de tres mil personas disfrutaron del Quinto Encuentro de Cocinas Tradicionales ""Sin Comida no hay Alegría"", donde 30 expositores ofrecieron delicias del Valle del Cauca. Sabores únicos, conversatorios, concursos y exhibiciones de cocina, cultura y arte, se unieron en este evento que fortaleció la economía local.

 ¡Un orgullo para nuestra región!✅💙💪🏼
#ParaSerFelices💙",0,"10/16/2024 13:40",https://www.instagram.com/p/DBMuOyBpDvB/,"Secuencia de Instagram",,Total,43,1,,2,0,,,
18147136192339442,17841465258460662,secre.bienestarsocialtulua,"SECRETARIA DE BIENESTAR SOCIAL","“Un bastón blanco, un símbolo de libertad.

Celebramos el Día Internacional del Bastón Blanco visitando líneas podotacticas del Municipio.👩‍🦯

Juntos exploramos, juntos avanzamos #paraserFelices 🙌

#BastónBlanco #Inclusión #DiscapacidadVisual #LíneasPodotácticas #AccesibilidadUniversal”",54,"10/15/2024 16:23",https://www.instagram.com/reel/DBKbtrEuoVu/,"Reel de Instagram",,Total,60,9,3038,1,0,,,
17923350041971004,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Es hora de sumergirse en la magia! ✨🎃🪄

La gestora social, Luz Elena Londoño, hace una invitación muy especial, este 26 de octubre, para disfrutar de un día lleno de alegría y sorpresas en el Coliseo de Ferias Manuel Victoria Rojas. 

Con inflables, dulces, disfraces, rifas y mucho más para que grandes y pequeños vivan una experiencia #ParaSerFelices ¡Te esperamos para celebrar juntos! 🙌🏼💙👻✨",47,"10/15/2024 15:34",https://www.instagram.com/reel/DBKV0mIOhek/,"Reel de Instagram",,Total,208,67,,9,5,9783,6678,8
