"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Total de clics","Clics de otro tipo","Consumo de segmentación del público coincidente (Photo Click)","Clics en el enlace","Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","Impresiones del anuncio","CPM del anuncio (USD)","Consumo de segmentación del público coincidente (Video Click)",Reach
1100041165496548,100064720237286,"Alcaldía de Tuluá","📢🤝Trabajamos de la mano con medios locales 📢✨

La alcaldesa(e), Alexandra Cardona Ramírez, se reunió con los medios de comunicación para fortalecer lazos y trabajar en equipo por el desarrollo del municipio. 💪📡

🎙️ Además, hizo un llamado especial para que juntos impulsemos a nuestra juventud en el mundo de la radio y el periodismo. ¡Porque una Tuluá informada es una Tuluá #ParaSerFelices! 🚀💙","📢🤝Trabajamos de la mano con medios locales 📢✨

La alcaldesa(e), Alexandra Cardona Ramírez, se reunió con los medios de comunicación para fortalecer lazos y trabajar en equipo por el desarrollo del municipio. 💪📡

🎙️ Además, hizo un llamado especial para que juntos impulsemos a nuestra juventud en el mundo de la radio y el periodismo. ¡Porque una Tuluá informada es una Tuluá #ParaSerFelices! 🚀💙",46,"03/28/2025 14:51",uploaded,https://www.facebook.com/reel/1016041810464189/,1,0,Reels,,,,,Total,2094,,96,70,2,24,56,56,,,17959.046,9.257,0,0,,,1322
1100012248832773,100064720237286,"Alcaldía de Tuluá","#Planeación | Alcaldía de Tuluá Realiza Recorrido para Mejorar Viviendas Afectadas en 7 Vueltas.

La Alcaldesa encargada, Dra. Alexandra Cardona, llevó a cabo un recorrido por el sector de 7 Vueltas, en el marco de la calamidad pública decretada por el municipio, con el objetivo de mejorar las condiciones de vida de las personas que residen en esta área afectada por la ola invernal.

Lee la noticia completa: ⬇⬇⬇
",,0,"03/28/2025 13:47",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid031AZ5mdmJi5srQewH35S94ARtYuoACutTpbCi2kjtdfqi8wquBJ6A66CibHfFsKGMl,0,0,Enlaces,,,,,Total,3266,,72,56,0,16,44,11,,33,,,,,,,2363
1099997952167536,100064720237286,"Alcaldía de Tuluá","#Gobierno | Tuluá presente en la I Cumbre de Seguridad del Pacífico.

Este plan contempla no solo el incremento de la presencia militar y policial, sino también un enfoque social que atienda las problemáticas de fondo en los territorios. La Administración Municipal de Tuluá destaca la importancia de estos espacios, ya que permiten que la ciudad tenga voz en las decisiones del alto gobierno nacional y departamental.  

Lee la noticia completa:⬇⬇⬇
",,0,"03/28/2025 13:17",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0ThYadJvmzpXTnkNFH4Ea4KvDz5sV8nVb75YztLLTcWTtSy96GKjuj9Yphvv58TZ9l,0,0,Enlaces,,,,,Total,2163,,75,58,2,15,30,13,,17,,,,,,,1464
1099771865523478,100064720237286,"Alcaldía de Tuluá","¡Ampliamos el Plazo para pagos de Colombia Mayor! ✅💪🏼

Ahora tendrás hasta el lunes 31 de marzo, para retirar tu incentivo.  #ParaSerFelices ¡Aprovéchalo! ✌🏼",,0,"03/28/2025 06:35",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0CvMXZLNdPGmDsFC6HJBfWRGnG2BehZjKNZyjFhVJbjJiZfqWKNtGGLP594L2HsqLl,0,0,Fotos,,,,,Total,1719,,37,27,0,10,10,4,6,,,,,,,,1150
1099767608857237,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | 7.400 tulueñas beneficiadas del programa Renta Ciudadana.

Todo esto, como requisito fundamental para la continuidad en el programa, ya que hace parte de la corresponsabilidad de las beneficiarias. La asistencia a estos espacios garantiza el acceso a los diferentes beneficios que ofrece el programa. Actualmente, en el municipio de Tuluá, 7.400 mujeres son beneficiarias de Renta Ciudadana a través de diversas líneas, entre ellas Colombia Sin Hambre y Valoración del Cuidado.

Lee la noticia completa: 🔽🔽
",,0,"03/28/2025 06:30",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02kYs9sm9kYfocpEcwdUBEK2BvZkXuhzomN8PS57gLXkfNZcU8JqnPmvqRKmFb2w41l,0,0,Enlaces,,,,,Total,2524,,53,42,0,11,59,10,,49,,,,,,,1693
1099302192237112,100064720237286,"Alcaldía de Tuluá","#Obras | Barrio el Jardín estrena parque.

El proyecto tuvo como objetivo principal mejorar la accesibilidad y seguridad del sector, beneficiando a todos los habitantes, especialmente a las personas en condición de discapacidad, construyendo andenes adaptados para personas con movilidad reducida, se pavimentaron las zonas de tránsito y se realizó la demarcación de espacios.

Lee la noticia completa: ⬇⬇⬇
",,0,"03/27/2025 16:39",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid04dPo82AGgpmPE755xZ1gTGjx44XaagfzLbEdUJGbQnRNo3cN35bLXn7vvU5g4xBcl,0,0,Enlaces,,,,,Total,2023,,52,40,2,10,47,5,,42,,,,,,,1416
1099298272237504,100064720237286,"Alcaldía de Tuluá","👮‍♂️✨ Hoy despedimos con gratitud al Mayor Juan Pablo Henao Agudelo, quien durante más de un año se desempeñó como Comandante del GAULA en el Valle del Cauca. Su liderazgo, compromiso y valentía fueron clave en la lucha contra el delito, contribuyendo a la seguridad y tranquilidad de nuestra comunidad. ¡Gracias por su servicio y entrega! 💙  #ParaSerFelices",,0,"03/27/2025 16:32",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0a5L8oYTfTRAjCdG4LPU2qX9HXsNJ4sQYzWLTgrEuX35ehyGfcNMfj8DqZtUsLPzjl,0,0,Fotos,,,,,Total,10389,,153,135,1,17,644,127,517,,,,,,,,6185
1099076938926304,100064720237286,"Alcaldía de Tuluá","🌳✨ ¡Parques #ParaSerFelices! 💙

La comunidad ya los disfruta 😊 ¡Seguimos trabajando y construyendo espacios renovados para los tulueños! 🏗️🏞️ #ObrasParaSerFelices 🚀","🌳✨ ¡Parques #ParaSerFelices! 💙

La comunidad ya los disfruta 😊 ¡Seguimos trabajando y construyendo espacios renovados para los tulueños! 🏗️🏞️ #ObrasParaSerFelices 🚀",31,"03/27/2025 09:15",mixed,https://www.facebook.com/reel/2575073612684720/,1,0,Reels,,,,,Total,1805,,109,78,12,19,21,21,,,12223.942,7.359,0,0,,,934
1098466112320720,100064720237286,"Alcaldía de Tuluá","🌳✨ ¡El barrio El Jardín estrena parque! ✨🌳

La comunidad de este sector ahora cuenta con un nuevo espacio que, bajo el liderazgo del ingeniero Gustavo Vélez, se transformó para mejorando la seguridad y accesibilidad del sector. 🚶‍♂️🏡

✔️ Andenes adaptados para personas con movilidad reducida
✔️ Pavimentación y demarcación de espacios
✔️ Paisajismo y recuperación de zonas verdes 🌿

Este proyecto, impulsado junto a la comunidad, refleja nuestro compromiso con el bienestar y desarrollo de los tulueños. ¡Sigamos construyendo una Tuluá #ParaSerFelices! 💙🏗️",,0,"03/26/2025 16:34",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0289qLGC8DAQH4FYFJPrp1Xcasc94zhrmyrbx4LE3ioXcq3fuiZRCTNDBVQWguV1uAl,0,0,Fotos,,,,,Total,14850,,267,209,18,40,1546,441,1105,,,,,,,,8155
1098450818988916,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | Centro Vida abre nuevamente sus puertas para adultos mayores en Tuluá.

Esta iniciativa beneficiará a 150 adultos mayores, ofreciéndoles una atención integral con alimentación, recreación, actividad física, danza, teatro y manualidades, además del acompañamiento permanente de psicólogos, educadores físicos, trabajadores sociales y enfermeras.

Lee la noticia completa: ⬇⬇⬇
",,0,"03/26/2025 16:01",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02fqwzp4Rri6eYEZjxcAvj7rzamtAqZYAfJJRcSsozbHyyww4rGUTCAEBpGya3ur1Bl,0,0,Enlaces,,,,,Total,5488,,123,97,4,22,284,85,,199,,,,,,,3751
1098185095682155,100064720237286,"Alcaldía de Tuluá","#Movilidad | Departamento de Movilidad socializa normativa vial con empresas. 

Este encuentro, liderado por Rubén Sáchica, director del Departamento Administrativo de Movilidad, busca que las empresas del sector privado y público de Tuluá cumplan con la normativa vigente, garantizando así un mejor desempeño en seguridad vial y movilidad. “Este es un acercamiento preventivo para que las empresas conozcan la importancia de aplicar la Resolución 5178 de 2023 y contribuir al mejoramiento de la movilidad en el municipio”, afirmó el funcionario

",,0,"03/26/2025 09:17",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid023Geneg6buDaUYd2xrQ81BgYGAHhzVNxxdrfReVhRZtJQrA6Wa854P1oqZbxueAsbl,0,0,Enlaces,,,,,Total,2312,,61,41,5,15,45,15,,30,,,,,,,1584
1098144722352859,100064720237286,"Alcaldía de Tuluá","¡Si sueñas con cantar en un gran escenario, ¡este es tu momento de brillar! 🌟🎶

La Alcaldía de Tuluá, @central_de_transportes_tulua_ y @lacarinosatulua, te invitan al Festival Infantil de Música Popular 🎵. Si tienes entre 6 y 12 años y una gran voz, ¡inscríbete ya y demuestra tu talento!

📍 Inscripciones abiertas en RCN Radio (Carrera 24 #24-70) o solicita tu formulario a través del WhatsApp 👉 317 5710069.

No dejes pasar esta oportunidad de convertirte en la nueva promesa de la música popular. ¡Te esperamos #ParaSerFelices! 🎶🔥",,0,"03/26/2025 08:11",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid08whkWY1iWYCSZP142jx64Q48LwHstHQJTvWNMeJCUkihWzLAZ77iwrtZUfszCGavl,0,0,Fotos,,,,,Total,1893,,36,26,0,10,30,5,25,,,,,,,,1264
1097517565748908,100064720237286,"Alcaldía de Tuluá","#ObrasParaSerFelices | Alcalde entrega segundo parque renovado a la comunidad.

Las obras de remodelación incluyeron demarcación de cancha, instalación de juegos infantiles renovados, pintura y mantenimiento de bancas, trabajos de paisajismo y construcción de andenes accesibles para personas con movilidad reducida. 

Lee la noticia completa:⬇⬇⬇
",,0,"03/25/2025 16:19",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0dYH1jDXspJDWhTLu5zCL9Uq6AXAJoZT5dyo8QXeDm3YfJbn2gTfcXR1sREfG41ZUl,0,0,Enlaces,,,,,Total,3758,,99,69,18,12,120,75,,45,,,,,,,2298
1097498372417494,100064720237286,"Alcaldía de Tuluá","🎭🎨 ¡Vuelven los talleres al Centro Cultural de La Marina! 🎶📚

📢 Inscripciones abiertas en la Casa de la Cultura Enrique Uribe White.
💡 Disfrútalos de manera gratuita, aprende y disfruta de artes plásticas, música, manualidades y mucho más. 🏺🎹🎭🧵

¡No te lo pierdas! 🎉✨ #ParaSerFelices 💙✅",,0,"03/25/2025 15:38",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid084A1psn6KXHtW8g1FSubyBnTDtH31ouLrX6ovwpqSZbyJeBzuofreEL1qw6pd68yl,0,0,Fotos,,,,,Total,2607,,57,37,1,19,79,21,58,,,,,,,,1655
1097495569084441,100064720237286,"Alcaldía de Tuluá","#DíaMundialdelAgua | Tuluá Revitaliza la Ribera del Río en el Día Mundial del Agua.

La jornada contó con la participación activa de diversas entidades y organizaciones, que se unieron con la comunidad local para trabajar en conjunto. Entre los colaboradores estuvieron la Secretaría de Gobierno, SEDAMA, Veolia, Centro Aguas, Asortumo, Escuela de Policías y Consorcio de Interventoría de Gestión. 

",,0,"03/25/2025 15:32",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02UBq3sLs9B7xZC6Mp93V5yhStBp6Mrxn4sFYyxgAABExttX13hPRwTrunprk89YV4l,0,0,Enlaces,,,,,Total,1876,,35,26,1,8,27,5,,22,,,,,,,1347
1097492169084781,100064720237286,"Alcaldía de Tuluá","📢🚀 ¡Inscríbete ahora! Fondo ValleINN+ 💼✨

🔹 ¡Más cerca, más oportunidades! 🌟
Para el fortalecimiento de la competitividad en nuestro municipio. 📈🏢

🎯 Dirigido a: Unidades Productivas 🏭💡

⏳ Plazo hasta el viernes 28 de marzo de 2025 📅⏳

¡No te lo pierdas! ⚡🔥",,0,"03/25/2025 15:25",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02qYVSWUMARJCuasSmey4FBf7QhpThpCJFtZVJjPopssvnsQE5xJk5Q8D1SQSwcmDzl,0,0,Fotos,,,,,Total,1613,,31,20,1,10,22,12,10,,,,,,,,1155
1097480902419241,100064720237286,"Alcaldía de Tuluá","🎉🤹‍♂️ ¡Súmate jugando! 🚀🎈

🌟 Carnavales del Juego 🌟Por la niñez en Tuluá 💙

Diversión, risas y muchos juegos te esperan. ¡No te lo pierdas! 🏃‍♂️🎯🎭
🎊 ¡El mejor carnaval de juegos está por llegar! 🎊 #ParaSerFelices","🎉🤹‍♂️ ¡Súmate jugando! 🚀🎈

🌟 Carnavales del Juego 🌟Por la niñez en Tuluá 💙

Diversión, risas y muchos juegos te esperan. ¡No te lo pierdas! 🏃‍♂️🎯🎭
🎊 ¡El mejor carnaval de juegos está por llegar! 🎊 #ParaSerFelices",52,"03/25/2025 15:01",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/1399979127666402/,0,0,Videos,,,,,Total,844,,42,31,1,10,10,10,,,2959.525,3.717,0,0,0,,681
1097253069108691,100064720237286,"Alcaldía de Tuluá","Obras #ParaSerFelices llegaron con andenes a la calle 27 👷‍♂️🏗️

Construimos 50ml de andenes podotáctiles en la calle 27, que muy pronto será inaugurada para mejorar la movilidad de los tulueños. 🚶‍♂️♿🚗 💙 #ObrasParaSerFelices",,0,"03/25/2025 08:54",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02dt9oN7doBtdUi8TQJ7EfsAP6bK5RN2q9WcNFP7KuF3yEdjXWxpSy4dhSK9rTHnGAl,0,0,Fotos,,,,,Total,15485,,348,228,19,101,1066,321,745,,,,,,,,8909
1095834685917196,100064720237286,"Alcaldía de Tuluá","⚽🔥 ¡Tuluá vivió una tarde de fútbol y emoción! 🔥⚽

El Estadio Doce de Octubre brilló de nuevo con el Partido de las Estrellas, celebrando los 98 años del América de Cali. 🎉🏟️ Más de 3000 hinchas disfrutaron este espectáculo en nuestra grama renovada.

¡Espacios #ParaSerFelices! ✅💪🏼⚽",,0,"03/23/2025 17:52",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02tjGrn9ijPC3UzcZZ2Aoc2Lu4EuVJi5xZmj5DbML27YdFYjF1Cjdt5YTGhApab7MEl,0,0,Fotos,,,,,Total,30381,,232,205,6,21,5392,1095,4297,,,,,,,,21755
1095562245944440,100064720237286,"Alcaldía de Tuluá","🎙️ ElPodcastdeVélez | Episodio 9. Las obras para los tulueños siguen.

En este noveno episodio, la invitada especial es la Secretaria de Hábitat e Infraestructura, la ingeniera Cristina Tascón. Ella nos habló sobre los proyectos y obras que se vienen adelantando en Tuluá y que pronto se entregarán a la comunidad para ofrecer desarrollo al municipio.","🎙️ ElPodcastdeVélez | Episodio 9. Las obras para los tulueños siguen.

En este noveno episodio, la invitada especial es la Secretaria de Hábitat e Infraestructura, la ingeniera Cristina Tascón. Ella nos habló sobre los proyectos y obras que se vienen adelantando en Tuluá y que pronto se entregarán a la comunidad para ofrecer desarrollo al municipio.",846,"03/23/2025 10:01",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/1722165652066750/,1,0,Videos,,,,,Total,3997,,359,235,33,91,236,236,,,123507.256,34.751,0,0,0,,3345
1094920916008573,100064720237286,"Alcaldía de Tuluá","#ResumenSemanal | Conoce aquí las noticias más destacadas de la semana ➡️➡️ 45 segundos #ParaSerFelices ✅✌🏽","#ResumenSemanal | Conoce aquí las noticias más destacadas de la semana ➡️➡️ 45 segundos #ParaSerFelices ✅✌🏽",68,"03/22/2025 16:14",uploaded,https://www.facebook.com/reel/3611704979122748/,1,0,Reels,,,,,Total,2500,,169,102,5,62,38,38,,,22696.655,9.77,0,0,,,1478
1094890342678297,100064720237286,"Alcaldía de Tuluá","🌳🎉 ¡Entregamos Parque San Pedro Claver! 🎉🌳

Hicimos la entrega oficial de este nuevo espacio para la comunidad de este sector a la Junta de Acción Comunal y a todos los tulueños. 💙👨‍👩‍👧‍👦 Un lugar renovado para que las familias, niños y jóvenes disfruten, jueguen y crezcan en un entorno seguro y lleno de vida.

Seguimos trabajando para que más espacios como este sean una realidad. Porque Tuluá merece parques  #ParaSerFelices 🙌✨","🌳🎉 ¡Entregamos Parque San Pedro Claver! 🎉🌳

Hicimos la entrega oficial de este nuevo espacio para la comunidad de este sector a la Junta de Acción Comunal y a todos los tulueños. 💙👨‍👩‍👧‍👦 Un lugar renovado para que las familias, niños y jóvenes disfruten, jueguen y crezcan en un entorno seguro y lleno de vida.

Seguimos trabajando para que más espacios como este sean una realidad. Porque Tuluá merece parques  #ParaSerFelices 🙌✨",66,"03/22/2025 15:02",uploaded,https://www.facebook.com/reel/1173153931061842/,1,0,Reels,,,,,Total,2229,,140,81,6,53,30,30,,,15657.731,7.47,0,0,,,1495
1094144616086203,100064720237286,"Alcaldía de Tuluá","¡Protegiendo la salud de los tulueños! 🦟🚫

Con la Secretaría de Salud, realizamos jornada de fumigación en el sector Siete Vueltas para prevenir enfermedades y garantizar el bienestar de nuestras familias. Visitamos las viviendas y reforzamos las medidas de control para que Tuluá siga siendo un lugar seguro y saludable. 💙🏡✨

#ParaSerFelices","¡Protegiendo la salud de los tulueños! 🦟🚫

Con la Secretaría de Salud, realizamos jornada de fumigación en el sector Siete Vueltas para prevenir enfermedades y garantizar el bienestar de nuestras familias. Visitamos las viviendas y reforzamos las medidas de control para que Tuluá siga siendo un lugar seguro y saludable. 💙🏡✨

#ParaSerFelices",45,"03/21/2025 16:58",uploaded,https://www.facebook.com/reel/1196833858452489/,1,0,Reels,,,,,Total,1303,,61,43,5,13,21,21,,,5906.59,4.841,0,0,,,988
1094082356092429,100064720237286,"Alcaldía de Tuluá","Hospital de Tuluá abre sus puertas a Supersalud para auditoría integral✅🏥","Hospital de Tuluá abre sus puertas a Supersalud para auditoría integral 🏥✅El Gerente del Hospital Rubén Cruz Vélez invita a @supersalud a conocer de cerca cómo los Equipos Básicos en Salud están transformando la Atención Primaria en la comunidad tulueña. ¡El impacto es real y se sigue fortaleciendo! *#ParaSerFelices* 💪🌟👩‍⚕️👨‍⚕️🔴 *Instagram:*https://www.instagram.com/p/DHee5mLv2K9/🔵 *Facebook:*https://www.facebook.com/share/r/168PzCxxiW/",54,"03/21/2025 14:38",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/9474788002557504/,0,0,Videos,,,,,Total,3084,,232,134,10,88,56,55,,1,18633.61,6.458,0,0,0,,1535
