"Identificador de la publicación","Identificador de la cuenta","Nombre de usuario de la cuenta","Nombre de la cuenta",Descripción,"Duración (segundos)","Hora de publicación","Enlace permanente","Tipo de publicación","Comentario sobre los datos",Fecha,Visualizaciones,"Me gusta","Veces que se compartió",Comentarios,"Veces que se guardó",Alcance,Seguimientos
18043623113215463,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🎨 ¿Eres artista, gestor cultural o amante del arte?
Entonces esto es para ti 👇

📢 Conoce en qué consiste la Política Pública de Arte y Cultura 2025, a quién va dirigida y por qué es clave que alces tu voz para construir una cultura transformadora 🙌 💡 Tu opinión, tu experiencia y tu talento pueden marcar la diferencia.
🎭 ¡La cultura en Tuluá la hacemos entre todos! 👉 Desliza y entérate de todo #ParaSerFelices",0,"05/27/2025 17:39",https://www.instagram.com/p/DKLW0Z0v9UP/,"Secuencia de Instagram",,Total,2910,47,3,11,0,1623,1
18077171776864081,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Tuluá volvió a creer. Parte 3. 💙💪🏼

En este tercer bloque, seguimos mostrando cómo el alcalde Gustavo Adolfo Vélez Román, transforma vidas con acciones reales 💪

📍Más inclusión
📍Más atención a la comunidad
📍Más oportunidades #ParaSerFelices 🫶

Cada historia, cada rostro, cada logro... es una muestra de que en Tuluá, lo social sí importa. 💙",130,"05/27/2025 15:48",https://www.instagram.com/reel/DKLJ7yTPAOo/,"Reel de Instagram",,Total,1692,18,0,0,0,1129,0
17959661528794091,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🎉 ¡Inició FestiArte en el Parque Lineal Céspedes! 🎨🎶

Música, danza, literatura y mucho talento se tomaron este espacio lleno de cultura y alegría. Desde el Departamento de Arte y Cultura, celebramos la primera edición de FestiArte, una vitrina para mostrar los procesos formativos y el arte de nuestros talentosos tulueños. 💃📚🎭
Con la asistencia de más de 50 personas, vivimos una jornada llena de expresión, talento y orgullo local.
✨ ¡Así celebramos la cultura en Tuluá!",54,"05/27/2025 13:52",https://www.instagram.com/reel/DKK8vcmvLTd/,"Reel de Instagram",,Total,5513,61,0,6,0,1892,0
18146058421382173,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🐾💉 ¡Bienestar animal llegó a Piedritas!

Visitamos la vereda Cocorná y atendimos con vacunación 🐶🐱 y vitaminización.🐴🐄 ¡80 mascotas protegidas y 30 animales fortalecidos! 💪🌾
¡Seguimos llevando salud a cada rincón rural! 🚜 #ParaSerFelices 💙",36,"05/27/2025 08:37",https://www.instagram.com/reel/DKKYtB4gGBB/,"Reel de Instagram",,Total,3516,31,5,1,0,1355,0
18077026948881441,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","💥 Con 2.000 metros lineales de señalización mejoramos la movilidad en Tuluá 🚗💨
Ya iniciamos la señalización de la Calle 22, dejándola en perfectas condiciones para los tulueños 🙌
Con esta obra seguimos comprometidos con menos accidentes y más seguridad vial #ParaSerFelices 🛑💪🏼",35,"05/26/2025 16:12",https://www.instagram.com/reel/DKIoDnWPGNM/,"Reel de Instagram",,Total,8210,103,4,14,1,2843,2
17860257666417404,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Una feria sin barreras!♿💃

✨ Por primera vez en la edición No. 67 de la Feria de Tuluá se llena de inclusión con la “Pasarela Sin Barreras” 👗
Un desfile donde el arte, la alegría y la diversidad caminan juntos, demostrando que cuando se abre el corazón, los límites no existen 💖🌈
 
📅 Sábado, 21 de junio 
📍Pueblito artesanal

¡Te esperamos! @tuluaferia",51,"05/26/2025 13:34",https://www.instagram.com/reel/DKIV94bPiEq/,"Reel de Instagram",,Total,14871,110,31,1,6,4764,1
18065861930001670,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Continuamos supervisando el PAE! 💪🏼✅

📍Desde la Secretaría de Educación seguimos supervisando el correcto funcionamiento del PAE 🍽️👩‍🍳
✅ Nos reunimos con las 160 manipuladoras de alimentos y el cuerpo de vigilantes de nuestras Instituciones Educativas para revisar minutas, raciones y procesos.
👂 Escuchamos, concertamos y corregimos, porque lo más importante es garantizar un servicio digno y seguro para nuestros estudiantes.

💙 ¡El compromiso es con la comunidad educativa y con el bienestar de nuestros niños y jóvenes!
#ParaSerFelices",0,"05/26/2025 10:11",https://www.instagram.com/p/DKH-tXRPbs1/,"Secuencia de Instagram",,Total,3627,62,4,1,5,1946,0
18045701741182994,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","💙 En el 2024, Tuluá volvió a creer. Parte 2.

En el deporte como herramienta de transformación 🏀💪, en la salud como motor de bienestar 🏥✨ y en la educación como base de nuestro futuro 📚🎓. Impulsamos el Programa de Alimentación Escolar, rutas y dotación para nuestras instituciones educativas, mientras fortalecemos el acceso al deporte y la actividad física como camino hacia la salud y la convivencia.

Porque en Tuluá, el desarrollo social se vive en las aulas, en las canchas y en cada rincón donde hay una oportunidad para crecer. 🌟🙌
#ParaSerFelices",113,"05/26/2025 08:26",https://www.instagram.com/reel/DKHypWUAdt7/,"Reel de Instagram",,Total,2496,19,1,0,0,1360,0
17931028403934515,17841402909298602,tuluaferia,"Feria de Tuluá Oficial","Conoce aquí qué hay pa´ disfrutar en la #FeriadeTuluá ⁣🤠 

👀Mira el video y descubre todas las sorpresas que hay en nuestro maravilloso evento. ✨ ✅

¡Te esperamos del 19 al 23 de Junio oís!⁣⁣
⁣
 ⁣#feriadetuluá #tuluá #feria #hayquesentirla #1minutopaferiar  #cabalgata #exposición #ganadería #equinos #industrial #artesania #plantas #cultura #asoferias  #tuluacorazondelvalle⁣",58,"05/25/2025 16:30",https://www.instagram.com/reel/DKGFVbHSptB/,"Reel de Instagram",,Total,13083,201,34,9,0,,
18275693095257866,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","#ResumenSemanal | Conoce aquí las noticias más destacadas de la semana ➡️➡️ sábado de 45 segundos #ParaSerFelices ✅✌🏽",62,"05/24/2025 16:05",https://www.instagram.com/reel/DKDbgKzvKJ2/,"Reel de Instagram",,Total,5841,55,8,0,2,2434,2
18065518703083119,17841400356362656,infitulua,"INFITULUÁ E.I.C.E","👷🏽‍♂️🧱 Construir ciudad va más allá del cemento…

Son manos, rostros e historias que transforman vidas 💙

En el gobierno del ingeniero Gustavo Adolfo Vélez Román, cada obra tiene un rostro, cada proyecto un propósito. 🙌🏽✨

🚧 Este es un Gobierno #ParaSerFelices 💙💪🏼 con un equipo humano que construye ciudad a través de @infitulua",34,"05/24/2025 14:09",https://www.instagram.com/reel/DKDMqEJpsVe/,"Reel de Instagram",,Total,3423,65,8,2,1,2193,1
17884002891291137,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📍 ¡Planea tu Comuna llegó a la Comuna 3! 🏘️

Estuvimos en La Inmaculada, Cóndor 2, San Antonio, Brisas del Valle y más, escuchando a la comunidad y construyendo soluciones 💬✅

🛠️ seguimos haciendo de Tuluá un lugar más justo y participativo #ParaSerFelices🙌",53,"05/23/2025 17:12",https://www.instagram.com/reel/DKBAfqwvG67/,"Reel de Instagram",,Total,7442,81,2,1,2,2542,0
18139874524401860,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🔧👷‍♂️ ¡Seguimos construyendo entornos escolares seguros!

Desde la Secretaría de Educación instalamos 50 metros lineales de barandas para una movilidad segura en la I.E. Juan María Céspedes, sede San Luis 🏫, protegiendo a nuestros estudiantes y mejorando sus espacios de aprendizaje. 💪📚.

¡La seguridad también se aprende! 🚸✨ #ParaSerFelices",28,"05/23/2025 08:03",https://www.instagram.com/reel/DKABp77Ag5W/,"Reel de Instagram",,Total,5775,43,1,0,1,2222,1
18074895532897252,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","💙 En el 2024, Tuluá volvió a creer. Parte 1.
En la inclusión, la educación, la cultura, el deporte y la salud como pilares #ParaSerFelices 🙌✨

Porque para el alcalde Gustavo Vélez, lo social no es una opción, es una prioridad.
¡Seguimos construyendo una ciudad con oportunidades para todos! 💪🏽🏙️",173,"05/22/2025 15:42",https://www.instagram.com/reel/DJ-RQ_4PvPs/,"Reel de Instagram",,Total,3245,63,6,0,2,1925,1
18065558759477671,17841465258460662,secre.bienestarsocialtulua,"SECRETARIA DE BIENESTAR SOCIAL","¡Éxito total en la Feria de Empleabilidad para Personas con Discapacidad!
Nos llena de orgullo compartir que un total de 80 personas se postularon durante esta jornada, demostrando el gran interés y compromiso por acceder a oportunidades laborales inclusivas.

Tuvimos la grata visita de participantes provenientes de distintos municipios y ciudades como Cali, Zarzal, Andalucía, Bugalagrande y La Marina, lo que resalta el impacto regional del evento.

Agradecemos a todos los asistentes, empresas y aliados que hicieron posible este espacio de inclusión, crecimiento y oportunidades. ¡Seguimos trabajando por una sociedad más justa y equitativa para todos!",0,"05/22/2025 14:28",https://www.instagram.com/p/DJ-I9oNyom8/,"Secuencia de Instagram",,Total,2605,56,3,6,0,,
17927144400061313,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","👩‍🍼💙 ¡100 madres tulueñas beneficiadas!

Gracias a la alianza entre la Gestora Social, Luz Elena Londoño, y la @fundacionexito, a través del programa Goticas de Amor, 100 madres lactantes y gestantes de nuestro municipio, recibirán apoyo nutricional con mercados y acompañamiento integral en una etapa clave para sus bebés 👶✨. #ParaSerFelices #Lactatón #ConLasGoticasNutrimosVidas",60,"05/22/2025 12:55",https://www.instagram.com/reel/DJ9-G5gvkhp/,"Reel de Instagram",,Total,7489,72,5,3,3,2457,2
18037658546318481,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy le decimos SÍ al progreso de Tuluá 🙌🏼✨

Estos proyectos aprobados marcarán un antes y un después en nuestra ciudad. Obras que transformarán realidades, impulsarán el desarrollo y generarán bienestar para todos los tulueños. 💙✅

Este es un paso gigante hacia el avance que tanto soñamos.🔝💪🏼 Con compromiso, autonomía y amor por Tuluá. #ParaSerFelices",81,"05/22/2025 07:29",https://www.instagram.com/reel/DJ9Y3zhghZm/,"Reel de Instagram",,Total,28266,167,14,26,4,3299,2
18074974393721356,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🚨🧹 ¡Atendimos a la comunidad del 7 de Agosto!

Acompañamos y acudimos al llamado de la comunidad de este sector, con una jornada de limpieza liderada desde el Departamento de Planeación Municipal, en trabajo conjunto con la Junta de Acción Comunal y el apoyo del Cuerpo de Bomberos de Tuluá.🚒.

💨🧼 Esta acción se realizó para mitigar los efectos del desbordamiento del río, el polvo y sus consecuencias, cuidando así la salud de nuestros habitantes.  #ParaSerFelices 💙 🙌",45,"05/21/2025 13:31",https://www.instagram.com/reel/DJ7dnBYPrIq/,"Reel de Instagram",,Total,5487,53,2,0,0,2228,0
17905347132160582,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🦠👄🖐👣 ¿Has oído hablar del virus “boca, manos y pies”?
Desde la Secretaría de Salud de Tuluá te compartimos información clave sobre esta enfermedad que afecta principalmente a niños, pero también puede presentarse en adultos.

📲 Desliza y conoce:
✅ Qué es el virus
✅ Cuáles son sus síntomas
✅ Cómo tratarlo y prevenir el contagio

¡Infórmate y protege a tu familia y comunidad! 🧼💉 #ParaSerFelices",0,"05/21/2025 09:30",https://www.instagram.com/p/DJ7CDIAAyCn/,"Secuencia de Instagram",,Total,7623,167,125,2,26,4734,5
18039847802299757,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📣 ¡Tuluá ya tiene Consejo Consultivo de Turismo! 🌿✨
Un paso clave para hacer de nuestro municipio un destino con identidad, seguro y con proyección nacional 🇨🇴

#ParaSerFelices 💙",55,"05/21/2025 07:04",https://www.instagram.com/reel/DJ6xPQpg9DW/,"Reel de Instagram",,Total,6285,50,2,1,1,1946,0
17863594608327053,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🚀✨ ¡Apoyando a los estudiantes!
Desde la Secretaría de Educación acompañamos la Feria STEAM del Colegio Bilingüe Hispanoamericano 🎓🔬📚.
Un espacio lleno de creatividad, ciencia y pasión donde nuestros estudiantes demostraron todo su potencial 💡💙.

🌟 ¡En Tuluá le apostamos al conocimiento y a la innovación educativa en todas las Instituciones! #ParaSerFelices 💙✅",48,"05/20/2025 15:17",https://www.instagram.com/reel/DJ5E3PIvCqx/,"Reel de Instagram",,Total,5763,53,7,0,1,1698,1
17880185802309171,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🚨 ¡Cae líder de extorsiones de “La Inmaculada”! 🚨‼️
En menos de una semana, las autoridades han capturado a dos miembros clave de esta estructura delincuencial.🚔

El más reciente: alias “Gordo” o “Rosado”, cabecilla señalado por extorsión, homicidios y secuestro.
Gracias al trabajo articulado entre GAULA, SIPOL y Fiscalía, seguimos avanzando en la lucha frontal contra el crimen. ✅💪🏼",34,"05/20/2025 10:43",https://www.instagram.com/reel/DJ4lRxNPBdu/,"Reel de Instagram",,Total,23257,75,9,4,1,2954,0
18046300460176249,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📣 ¡Instalamos oficialmente el Consejo Consultivo de Turismo de Tuluá! 

Un espacio de participación que reúne al sector público, privado y comunitario para construir un turismo más sostenible, competitivo e incluyente. Buscando impulsar y fortalecer el turismo en el municipio y la región, lo que se traduce en desarrollo, dinamismo económico y convertir a Tuluá en un destino con identidad y proyección. ✅💪🏼

💼 ¡Tuluá avanza con visión y trabajo en equipo! #ParaSerFelices 💙",0,"05/20/2025 08:06",https://www.instagram.com/p/DJ4TtSWgWgX/,"Secuencia de Instagram",,Total,4838,96,7,2,3,2707,1
17969944199891672,17841450932209988,policiasquecumplebiensudeber,"Policias Que Cumplen Bien su deber","📍En el marco de la estrategia integral “Tuluá, juntos transformando el futuro”

La Policía Nacional lleva alegría y esperanza a niños, niñas y adolescentes del barrio Villa Liliana.

“La niñez merece protección, salud y felicidad”. 

 #InfanciaYAdolescencia @proteccionponal @alcaldiadetulua",63,"05/19/2025 16:32",https://www.instagram.com/reel/DJ2oUznt9CL/,"Reel de Instagram",,Total,3186,26,1,1,0,,
18207812086307426,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","✅ Emergencia controlada en la I.E. Julia Restrepo

12 estudiantes fueron atendidas por contusiones leves y ya están fuera de peligro. 🙏🏽🩺 La atención médica será cubierta por las pólizas activadas por el alcalde @gustavovelezr.
🏫 Además, se adelanta un plan de mejoras en las instituciones educativas del municipio.",51,"05/19/2025 10:16",https://www.instagram.com/reel/DJ19rVGvHEQ/,"Reel de Instagram",,Total,16538,147,35,17,6,4785,2
17872457058256652,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","⚖️ Capturado alias “Coco”💥

Gracias a una operación conjunta entre la Policía y la Fiscalía, fue capturado el cabecilla del GDCO “La Oficina”, junto a otros 4 integrantes 👮‍♂️⚔️
Vinculados a homicidios, extorsiones y microtráfico 😡❌ ¡Tuluá no se rinde! 💪💙 Seguimos trabajando con la Fuerza Pública por la seguridad de los tulueños #ParaSerFelices 🛡️👊",53,"05/19/2025 07:23",https://www.instagram.com/reel/DJ1p8O4gRMe/,"Reel de Instagram",,Total,14506,146,10,4,4,3968,1
17857397364375924,17841402909298602,tuluaferia,"Feria de Tuluá Oficial","🚨 ¡Atención! ¡Ya viene junio, ya viene la Feria! 🤠💃🎊⁣
⁣
Faltan solo 32 días para vivir la Feria de Exposiciones más esperada del país . 🌟⁣
¿Quieres saber qué hay pa´ disfrutar? 🧐 Mirá y entérate de todas las sorpresas que hay en nuestro maravilloso evento. ✨
⁣⁣
Recuerda separar la fecha en tu calendario 📅 Del 19 al 23 de Junio ¿Te lo repito? Del 19 al 23 de Junio oís⁣
⁣
 ¡Te esperamos! 🎉⁣⁣

@soyalejandramets @elsoltulua
⁣
#feriadetuluá #tuluá #feria #hayquesentirla #cabalgata #exposición #ganadería #equinos #industrial #artesania #plantas #cultura #asoferias #tuluacorazondelvalle⁣
⁣",105,"05/18/2025 16:00",https://www.instagram.com/reel/DJ0AVUKx2nH/,"Reel de Instagram",,Total,7875,196,41,23,0,,
18065826106858599,17841402909298602,tuluaferia,"Feria de Tuluá Oficial","🎵 5 Canciones que saben a #FeriaDeTuluá 🎶💃🤠

Hoy es sábado y el cuerpo lo sabe, por eso recordamos canciones que nos transportan a vivir y sentir la magia de la Feria. 🌟🎉

 Desliza y gózatelas una y otra vez. 🕺✨

¡Nos vemos en la Feria del 19 al 23 de Junio! 📅❤️💚🤍

#feriadetuluá #tuluá #feria #hayquesentirla #cabalgata #exposición #ganadería #equinos #industrial #artesania #plantas #cultura #asoferias #tuluacorazondelvalle",0,"05/18/2025 10:07",https://www.instagram.com/p/DJzX5psxuFz/,"Secuencia de Instagram",,Total,4289,38,3,0,0,,
18513005326010570,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","#ResumenSemanal | Conoce aquí las noticias más destacadas de la semana ➡️➡️ 45 segundos #ParaSerFelices ✅✌🏽",68,"05/17/2025 16:04",https://www.instagram.com/reel/DJxbzwEPYfK/,"Reel de Instagram",,Total,5764,50,5,0,1,2341,0
18039247106309698,17841402909298602,tuluaferia,"Feria de Tuluá Oficial","🤠🔥¡Vení a disfrutar de la Magia y el Sabor del Pueblito Artesanal! 

🌟🚀Grandes shows para todos los gustos. ¡No te los puedes perder! 

🗓️ Nos vemos en la Feria 
⁣⁣
⁣ ⁣#feriadetuluá #tuluá #hayquesentirla #feria #cabalgata #exposición #ganadería #equinos #industrial #artesania #plantas #cultura #asoferias #tuluacorazondelvalle",206,"05/17/2025 16:00",https://www.instagram.com/reel/DJxbhrHxRyR/,"Reel de Instagram",,Total,12155,164,36,7,0,,
