"Identificador de la publicación","Identificador de la cuenta","Nombre de usuario de la cuenta","Nombre de la cuenta",Descripción,"Duración (segundos)","Hora de publicación","Enlace permanente","Tipo de publicación","Comentario sobre los datos",Fecha,Visualizaciones,"Me gusta","Veces que se compartió",Comentarios,"Veces que se guardó",Alcance,Seguimientos
17904343281212843,17841400356362656,infitulua,"INFITULUÁ E.I.C.E","🚧 ¡Seguimos transformando a Tuluá! 🏡🚧

Con más de 700 m² de ampliación vial, la Administración Municipal del ingeniero Gustavo Adolfo Vélez Román avanza en la modernización de la calle 13 en la zona de Estambul.

✅ Instalación de carpeta asfáltica
✅ Ampliación de la doble calzada
✅ Separador vial
✅ Embellecimiento con zonas verdes

Una obra pensada Para Ser Felices, con más movilidad, seguridad y calidad de vida para todos. 🌱🚗

#TuluáSigueAvanzando
#ObrasQueTransforman 
#ParaSerFelices 💙",23,"07/17/2025 17:45",https://www.instagram.com/reel/DMOr_shpbA1/,"Reel de Instagram",,Total,3512,67,6,4,0,2144,1
18065154365275979,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🔵 Tres Esquinas tiene renovado Puesto de Salud 🏥✨

El alcalde @gustavovelezr reabrió este centro con espacios dignos, personal calificado y atención continua para la comunidad rural 💙

📅 Martes y sábados
🕖 De 7:00 a. m. a 4:00 p. m.

🩺 Servicios:
✅ Medicina general
✅ Odontología
✅ Enfermería
✅ Programas de promoción y prevención

¡Seguimos llevando salud de calidad a todos los rincones de Tuluá!  #ParaSerFelices 💙🤩",0,"07/17/2025 16:10",https://www.instagram.com/p/DMOhIw3vrvA/,"Secuencia de Instagram",,Total,6003,148,8,2,5,3294,0
18072770315487914,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🏡✨ 📝 Más de 80 familias en proceso de legalización en La Estrella 
🏡

Con una jornada de atención integral,🐶 vacunación para mascotas, 🧑‍💼 atención social y 📋 caracterización puerta a puerta, inicia el proceso de legalización urbanística en este asentamiento ubicado en la vía a Tres Esquinas, donde las familias de este sector, comienzan a ver hecha realidad la esperanza de una vivienda digna, servicios públicos legalizados y beneficios del Estado. 💧🏠📑

¡Seguimos transformando a Tuluá en un municipio más humano! 💙
#ParaSerFelices",0,"07/17/2025 08:48",https://www.instagram.com/p/DMNug9EgXzF/,"Secuencia de Instagram",,Total,2342,56,5,0,1,1216,0
17934673605059294,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🧼🔍 ¡Reforzamos el control sanitario en Tuluá!

Hoy con Secretaría de Salud, realizamos nuevamente operativos de Inspección, Vigilancia y Control 🍽️

✅ Revisamos productos y espacios de manipulación
✅ Sensibilizamos a comerciantes sobre normas sanitarias
✅ Invitamos a tener la documentación al día y cumplir la ley

¡Comer bien también es transformar la salud de Tuluá! #ParaSerFelices 💙",35,"07/17/2025 05:02",https://www.instagram.com/reel/DMNUr0XAA2S/,"Reel de Instagram",,Total,2865,14,2,2,0,1357,0
17994355148663448,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🏥🌿 Atención Primaria en Salud sigue recorriendo la zona rural de Tuluá

Los Equipos Básicos de Salud del @hospitalrubencruzvelez, continúan su recorrido por nuestros corregimientos, llevando atención integral a las comunidades que más lo necesitan. 👩‍⚕️🚑

Esta semana, llegaron al corregimiento de Quebradagrande, donde ofrecieron servicios médicos, odontológicos, psicológicos, de enfermería y trabajo social, con el respaldo de la comunidad y el compromiso de la Administración Municipal. 💙

✅ Más de 150 familias atendidas
✅ Jornadas en Altaflor, El Recreo, El Rocío, El Retiro y ahora Quebradagrande
✅ Salud con enfoque rural, humano y oportuno

¡Seguimos construyendo una Tuluá con bienestar #ParaSerFelices!",0,"07/16/2025 15:01",https://www.instagram.com/p/DML0bHav13C/,"Secuencia de Instagram",,Total,2535,27,0,0,0,1345,0
17968343849924110,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🎥✨ Conoce a Carolina y su marca ALISK💙 

Una emprendedora tulueña con un talento innato para las manualidades y la moda circular, que transforma el arte en oportunidades. 🧵👜

Su emprendimiento fue el ganador del pabellón de artesanías en la Feria de Emprendimiento Impulsando Comunidades, una iniciativa de @fundacionlevapan, @camaratulua y @alcaldiadetulua. 🏆💼

Descubre su historia y cómo, con sus manos y su creatividad, Carolina está dejando huella en Tuluá. #ParaSerFelices 💙🤩",121,"07/16/2025 10:46",https://www.instagram.com/reel/DMLXJFkvck2/,"Reel de Instagram",,Total,5135,141,13,28,3,2193,3
18007901594608306,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🚧 ¡Jarillón artesanal beneficiará las familias de Zabaletas! 🌊🏡

Gracias a una alianza entre la comunidad, la empresa privada, los ingenios y la Administración Municipal, hoy ejecutamos una obra de mitigación del riesgo en la vereda Zabaletas, zona rural plana de Tuluá. Con maquinaria y trabajo conjunto, construimos un jarillón artesanal que evitará desbordamientos del río y desastres en temporada de lluvias, protegiendo la vida y los hogares de las familias tulueñas. 🙌💪

Seguimos transformando la zona rural con obras que brindan seguridad y bienestar a los tulueños. #ParaSerFelices 💙🌱",38,"07/15/2025 16:55",https://www.instagram.com/reel/DMJcVbDvSzG/,"Reel de Instagram",,Total,4804,29,2,2,0,1664,0
18070529102051089,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🌱 Entregamos una biofábrica en Puerto Frazadas 🚜

Con la SEDAMA, brindamos insumos clave que fortalecerán la producción limpia en el campo tulueño, para que los productores rurales elaboren sus propios biofertilizantes y abonos orgánicos, cuidando el ambiente y reduciendo costos en La Moralia y Puerto Frazadas. 💚♻️

✅ Melaza, azufre y sulfato
✅ Canecas plásticas
✅ Medidor de pH

Agricultura sostenible para #ParaSerFelices 💙",52,"07/15/2025 08:59",https://www.instagram.com/reel/DMImHytgGt9/,"Reel de Instagram",,Total,4317,19,4,1,0,1666,0
17914766208079570,17841465258460662,secre.bienestarsocialtulua,"SECRETARIA DE BIENESTAR SOCIAL","🎉 ¡Votar en los Consejos de Juventud sí trae beneficios!
Si eres joven y participaste, esto es para ti:

1️⃣ 10% de descuento en matrícula, pasaporte, cédula y libreta militar
2️⃣ Medio día libre compensatorio si trabajas
3️⃣ Rebaja de 1 mes en el servicio militar
4️⃣ Preferencia en exámenes de ingreso
5️⃣ Prevalencia para empleos en el Estado
6️⃣ Prioridad en becas y subsidios 🏠📚

🙌 ¡Tu participación sí cuenta!
#JuventudActiva #GrandesPorElección #ConsejosDeJuventud",0,"07/15/2025 06:17",https://www.instagram.com/p/DMITpVTsgS4/,"Secuencia de Instagram",,Total,7513,73,39,1,0,,
18018654710537715,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🚨 Capturados dos sicarios del grupo ‘La Inmaculada’ 🕵️‍♂️

En una operación conjunta entre la SIJIN y la Fiscalía, fueron capturados en los barrios Porvenir y Farfán alias ‘Tingo’ y ‘Rochi’, señalados por homicidio  y otros delitos como extorsión y porte ilegal de armas. 🔫👮‍♂️

Ambos fueron enviados a centro carcelario. El trabajo y la lucha contra las estructuras criminales continúan para transformar a Tuluá. 💪🚔",88,"07/14/2025 16:08",https://www.instagram.com/reel/DMGyYxhvdPh/,"Reel de Instagram",,Total,33892,242,28,1,20,6632,3
17844063486523140,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","⚽✨ ¡Los niños llegaron al Doce de Octubre!

El emblemático estadio se llenó de sonrisas, talento y pasión infantil con la Copa Corazón, un torneo que les permite a nuestros niños cumplir el sueño de jugar como profesionales. 🏟️💙

Gracias al liderazgo del alcalde @gustavovelezr y el trabajo de la Secretaría del Deporte y la Recreación, este escenario se convierte nuevamente en un espacio de inclusión, formación y grandes oportunidades para la niñez tulueña y del centro del Valle. ⚽👦👧 #ParaSerFelices",48,"07/14/2025 15:09",https://www.instagram.com/reel/DMGrpmqvbDW/,"Reel de Instagram",,Total,5947,44,4,5,0,1528,0
17853799128475126,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🚧 ¡La transformación vial ya es una realidad en Tuluá!

✅ Con el inicio de nuevas obras, avanzamos hacia una ciudad con vías más seguras, modernas y pensadas para el bienestar de todos.
🛣️ Así le apostamos a una mejor movilidad y a una mayor calidad de vida para los tulueños.
💙 ¡Seguimos trabajando #ParaSerFelices!",39,"07/14/2025 07:44",https://www.instagram.com/reel/DMF407JAsxh/,"Reel de Instagram",,Total,39780,124,14,8,3,3696,1
18157213267328834,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","💙 ¡Hoy corrimos juntos por la inclusión! 🏃‍♂️🏃‍♀️

Nuestra población con discapacidad participó con toda la energía en la Carrera Río Tuluá 🏅, un evento organizado por Fenalco Tuluá, donde demostraron que no hay límites cuando hay voluntad 💪✨

Recorrieron las calles con fuerza, alegría y mucho corazón 💙, siendo ejemplo de que todos y todas podemos hacer parte de cualquier espacio cuando hay respeto, empatía e inclusión. 🫶🌈 #ParaSerFelices",0,"07/13/2025 08:27",https://www.instagram.com/p/DMDZAsZAC-f/,"Secuencia de Instagram",,Total,12791,374,3,3,2,7353,6
17917326621133720,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","➡️Conoce las noticias más importantes de la semana en nuestro resumen semanal “45 segundos” #ParaSerFelices 💙✅ 😎",65,"07/13/2025 06:35",https://www.instagram.com/reel/DMDMEicgiaH/,"Reel de Instagram",,Total,9033,104,6,5,2,3802,1
18051509153415674,17841465258460662,secre.bienestarsocialtulua,"SECRETARIA DE BIENESTAR SOCIAL","🌈 Gran Marcha Pride en Tuluá, Valle 🏳️‍🌈
¡La diversidad es nuestra fuerza!

Hoy Tuluá se llena de colores, amor y valentía. Marchamos por un municipio donde todas las personas sean respetadas, visibles y libres de ser quienes son.

Porque el orgullo no es solo una fiesta, es una lucha por la igualdad, por la vida y por el derecho a existir con dignidad.

💛 Amar es un derecho
💙 Ser diferente no es un delito
💚 La inclusión construye paz

Hoy marchamos con orgullo, por quienes están, por quienes vendrán y por quienes ya no están.

✨ Tuluá es más fuerte cuando es más diversa.
🏳️‍🌈 ¡Viva el amor, viva el respeto, viva el orgullo!",0,"07/12/2025 14:45",https://www.instagram.com/p/DMBfaTwSX1C/,"Secuencia de Instagram",,Total,24546,458,46,12,0,,
17910267942053423,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","⚽🏟️ ¡Más de 4.000 niños ya viven la emoción del fútbol como verdaderos profesionales! 🙌💙

Desde Tuluá, Andalucía, Bugalagrande, La Marina, Trujillo, Ríofrío, Buga, San Pedro, Restrepo y Yotoco… más de 300 clubes y equipos deportivos están disputando la Copa Corazón 🏆 en el Estadio Doce de Octubre, que por hoy se convierte en el escenario deportivo donde muestran su talento🏠⚽

Estamos transformando este escenario para que cada niño y niña sienta lo que es jugar en un estadio de verdad 💥 ¡Un espacio digno para nuestros futuros cracks! 👟✨",0,"07/12/2025 10:24",https://www.instagram.com/p/DMBBmmjgja4/,"Secuencia de Instagram",,Total,3818,71,7,3,3,2044,1
18046960235230113,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🚨 ¡Así se construye la nueva Tuluá! 🏙️💙

El alcalde @gustavovelezr no se detiene y sigue al frente de las obras que le están devolviendo la vida a nuestras vías. 👷‍♂️🛠️
La calle 34, que por años estuvo en mal estado, hoy se transforma en una vía segura y moderna gracias a los trabajos que avanzan y que se realizarán hasta la carrera 40. 🛣️✨

💙 ¡Aquí transformamos con hechos! #ParaSerFelices 🏗️✅",51,"07/11/2025 15:39",https://www.instagram.com/reel/DL_AwFsPBe3/,"Reel de Instagram",,Total,97572,539,62,57,7,9623,11
18006454901787370,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🚦 Comenzó a operar la nueva calzada de la calle 27 🏙️

Ya está en funcionamiento la segunda calzada de la calle 27, conectando Nariño con el centro de Tuluá. 🛣️✅ Con esto, llega el nuevo cruce semafórico🚦 en la carrera 20, mejorando la movilidad en esta zona clave.

🧭 Se habilitaron giros en ambos sentidos y se ajustó el sentido vial entre calles 27 y 28, hacia el CC Bicentenario Plaza. 🔄

🚧 Seguimos transformando la movilidad con acciones que responden a una necesidad histórica. #ParaSerFelices 💙",58,"07/11/2025 10:32",https://www.instagram.com/reel/DL-dnzIPWF2/,"Reel de Instagram",,Total,21887,216,54,8,3,5321,2
18168771952344032,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📢 ¡El Comité de Ruido volvió a la calle 25!💪🏼

Con el propósito de fomentar la sana convivencia y el respeto por el entorno, realizamos una jornada de sensibilización y verificación en esta importante zona comercial de Tuluá.

🔍 Visitamos establecimientos, revisamos documentación y hablamos sobre la importancia de controlar el ruido en nuestros espacios.

¡Cuidar el ambiente sonoro ✅ también es construir una mejor ciudad! #ParaSerFelices 💙",36,"07/10/2025 16:05",https://www.instagram.com/reel/DL8e2bfPSBD/,"Reel de Instagram",,Total,5732,33,6,0,1,2494,1
17901275304227359,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","💙 En Tuluá, transformamos vidas 🙌

Con acciones reales y cercanas✅, apoyamos a quienes más lo necesitan: personas con discapacidad, adultos mayores, familias en situación de vulnerabilidad y mucho más. 

Porque aquí no prometemos, actuamos.  Aquí, transformamos con hechos. #ParaSerFelices 🤩💪🏼",50,"07/10/2025 09:46",https://www.instagram.com/reel/DL7znIJAkC5/,"Reel de Instagram",,Total,3615,79,10,6,2,2357,2
18517896709058448,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📍¡Escuchamos a la Comuna 5 con PLANEA A TU COMUNA!✅

Hoy llegamos a la Comuna 5 para escuchar de primera mano a sus líderes y habitantes. 🗣️
Sus voces nos marcan el camino para intervenir y cumplirles con:

🔧 Mejoramiento de la malla vial
♻️ Gestión de residuos sólidos
🚦 Señalización
🚨 Seguridad
🏀 Polideportivos, parques y zonas verdes y mucho más.

¡Seguimos transformamos a la comunidad #ParaSerFelices 💙😎✅",36,"07/09/2025 16:26",https://www.instagram.com/reel/DL58YwHPGlo/,"Reel de Instagram",,Total,5903,56,12,0,0,2207,0
18193193347310998,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🏥 ¡Equipos Básicos en Salud ya están en zona rural!

El programa de Atención Primaria en Salud ya llegó a las veredas y corregimientos de nuestro municipio para brindar atención primaria, cercana y continua a más de 120 familias.

👩‍⚕️ Escuchamos, orientamos y cuidamos a nuestra comunidad, promoviendo una salud más humana y participativa.
Súmate a la transformación de tu salud y bienestar. ✅💪🏼 Porque construir salud también es trabajar #ParaSerFelices 💙🏥🩺",0,"07/09/2025 13:59",https://www.instagram.com/p/DL5rx9NvarS/,"Secuencia de Instagram",,Total,2181,28,1,0,0,1221,0
17915222208133810,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📱💡 ¡La tecnología también es para nuestros abuelitos! 💙

Hoy los Puntos INNOVA llegaron al Centro Vida para enseñar, con mucho cariño cómo usar los smartphones.
Una jornada llena de sonrisas, aprendizaje y mucho amor, donde nuestros adultos mayores dieron sus primeros pasos en el mundo digital. 👵👴📲

Porque el conocimiento no tiene edad y en Tuluá seguimos creando espacios para aprender, compartir y conectarnos. #ParaSerFelices 🥹💙",79,"07/08/2025 16:29",https://www.instagram.com/reel/DL3YFAAPTzW/,"Reel de Instagram",,Total,3643,55,7,3,0,1925,2
17898750990247634,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🐶🐱 ¡Más de 50 animalitos esterilizados en la zona montañosa de Tuluá! 💙

Estuvimos en sectores como La Iberia, La Moralia, Venus y Pardo Alto, con jornadas de esterilización para proteger a nuestros peluditos. Un trabajo en articulación con las Juntas de Acción Comuna.
👉 Esta es solo la primera etapa: la meta es llegar a más de 300 animales esterilizados en próximas jornadas.
Salud, conciencia y bienestar también llegan al campo.

¡Así construimos espacios #ParaSerFelices!💙",38,"07/08/2025 15:05",https://www.instagram.com/reel/DL3H7XpvX5J/,"Reel de Instagram",,Total,3140,47,4,2,0,1547,1
17971473161912822,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🏗️ ¡En la zona rural también se ven las obras #ParaSerFelices! 🌄💪

Porque el compromiso es con todo el territorio, hoy en 📍Puerto Frazadas avanzamos con una importante obra de recalce de muro para prevenir el desbordamiento de la quebrada Los Trópicos. 💧

✅ 31 metros lineales intervenidos
✅ Obra de prevención y protección para la comunidad rural
✅ Seguridad y bienestar para nuestras familias campesinas

Seguimos llegando con soluciones reales, donde más se necesitan. ¡Para Ser Felices!💙✅💪🏼",0,"07/08/2025 09:38",https://www.instagram.com/p/DL2pKsWgk-5/,"Secuencia de Instagram",,Total,2873,40,4,2,0,1648,0
18044953583540859,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🎨✨ ¡Nuestros espacios educativos tienen nueva cara! 🏫💫

Hoy realizamos verificación en la I.E. Técnica Industrial Carlos Sarmiento Lora, que ahora luce renovada, con murales 🖌️, pintura 🎨 y ambientes más bonitos 🌈.

Un entorno digno, alegre y colorido que inspira a nuestros estudiantes 👩‍🎓👨‍🎓 y fortalece la educación de calidad 📚💙
#ParaSerFelices 😊🌟",46,"07/07/2025 16:17",https://www.instagram.com/reel/DL0x6M9PPmr/,"Reel de Instagram",,Total,7708,90,14,0,1,2896,0
18082229506770101,17841440739178712,policiavalledelcauca,"Policia Valle del Cauca","🙌 En el barrio Agua Clara de Tuluá, el Grupo de Gestión Comunitaria, en articulación con las autoridades religiosas y la Junta de Acción Comunal, llevó a cabo con éxito la estrategia “Educar y Prevenir es un Compromiso con la Vida”.

💡 Una jornada llena de conciencia, unión y compromiso por el bienestar de nuestra comunidad. ¡Seguimos construyendo juntos entornos más seguros y saludables! 💚",67,"07/07/2025 15:11",https://www.instagram.com/reel/DL0qKyISuaM/,"Reel de Instagram",,Total,1956,54,1,2,0,,
